Pilecode,N,E
1.5.L.LBL,13695969.5167,2996119.3272
1.6.A.LBL,13696260.2707,2996139.3271
1.6.B.LBL,13696239.5247,2996139.3271
1.6.C.LBL,13696212.0464,2996139.3271
1.6.D.LBL,13696184.5678,2996139.3271
1.6.E.LBL,13696157.0895,2996139.3271
1.6.F.LBL,13696129.6112,2996139.3271
1.6.G.DBL,13696102.8376,2996139.3271
1.6.H.LBL,13696076.0641,2996139.3271
1.6.I.LBL,13696048.5858,2996139.3271
1.6.J.LBL,13696021.1075,2996139.3271
1.6.K.LBL,13695993.6289,2996139.3271
1.6.L.LBL,13695969.5167,2996139.3271
1.7.A.LBL,13696260.2707,2996159.3271
1.7.B.LBL,13696239.5247,2996159.3271
1.7.C.LBL,13696212.0464,2996159.3271
1.7.D.LBL,13696184.5678,2996159.3271
1.7.E.LBL,13696157.0895,2996159.3271
1.7.F.LBL,13696129.6112,2996159.3271
1.7.G.DBL,13696102.8376,2996159.3271
1.7.H.LBL,13696076.0641,2996159.3271
1.7.I.LBL,13696048.5858,2996159.3271
1.7.J.LBL,13696021.1075,2996159.3271
1.7.K.LBL,13695993.6289,2996159.3271
1.7.L.LBL,13695969.5167,2996159.3271
1.8.A.LBL,13696260.2707,2996179.3270
1.8.B.LBL,13696239.5247,2996179.3270
1.8.C.LBL,13696212.0464,2996179.3270
1.8.D.LBL,13696184.5678,2996179.3270
1.8.E.LBL,13696157.0895,2996179.3270
1.8.F.LBL,13696129.6112,2996179.3270
1.8.G.DBL,13696102.8376,2996179.3270
1.8.H.LBL,13696076.0641,2996179.3270
1.8.I.LBL,13696048.5858,2996179.3270
1.8.J.LBL,13696021.1075,2996179.3270
1.8.K.LBL,13695993.6289,2996179.3270
1.8.L.LBL,13695969.5167,2996179.3270
1.9.A.LBL,13696260.2707,2996199.3273
1.9.B.LBL,13696239.5247,2996199.3273
1.9.C.LBL,13696212.0464,2996199.3273
1.9.D.LBL,13696184.5678,2996199.3273
1.9.E.LBL,13696157.0895,2996199.3273
1.9.F.LBL,13696129.6112,2996199.3273
1.9.G.DBL,13696102.8376,2996199.3273
1.9.H.LBL,13696076.0641,2996199.3273
1.9.I.LBL,13696048.5858,2996199.3273
1.9.J.LBL,13696021.1075,2996199.3273
1.9.K.LBL,13695993.6289,2996199.3273
1.9.L.LBL,13695969.5167,2996199.3273
1.10.A.YEL,13696260.2707,2996219.3273
1.10.B.LBL,13696239.5247,2996219.3273
1.10.C.LBL,13696212.0464,2996219.3273
1.10.D.LBL,13696184.5678,2996219.3273
1.10.E.LBL,13696157.0895,2996219.3273
1.10.F.LBL,13696129.6112,2996219.3273
1.10.G.DBL,13696102.8376,2996219.3273
1.10.H.LBL,13696076.0641,2996219.3273
1.10.I.YEL,13696048.5858,2996219.3273
1.10.J.LBL,13696021.1075,2996219.3273
1.10.K.LBL,13695993.6289,2996219.3273
1.10.L.LBL,13695969.5167,2996219.3273
1.11.A.YEL,13696260.2707,2996239.3273
1.11.B.YEL,13696239.5247,2996239.3273
1.11.C.LBL,13696212.0464,2996239.3273
1.11.D.LBL,13696184.5678,2996239.3273
1.11.E.LBL,13696157.0895,2996239.3273
1.11.F.LBL,13696129.6112,2996239.3273
1.11.G.DBL,13696102.8376,2996239.3273
1.11.H.LBL,13696076.0641,2996239.3273
1.11.I.YEL,13696048.5858,2996239.3273
1.11.J.LBL,13696021.1075,2996239.3273
1.11.K.LBL,13695993.6289,2996239.3273
1.11.L.LBL,13695969.5167,2996239.3273
1.12.A.YEL,13696260.2707,2996259.3272
1.12.B.YEL,13696239.5247,2996259.3272
1.12.C.LBL,13696212.0464,2996259.3272
1.12.D.LBL,13696184.5678,2996259.3272
1.12.E.LBL,13696157.0895,2996259.3272
1.12.F.LBL,13696129.6112,2996259.3272
1.12.G.DBL,13696102.8376,2996259.3272
1.12.H.LBL,13696076.0641,2996259.3272
1.12.I.LBL,13696048.5858,2996259.3272
1.12.J.LBL,13696021.1075,2996259.3272
1.12.K.LBL,13695993.6289,2996259.3272
1.12.L.LBL,13695969.5167,2996259.3272
1.13.A.YEL,13696260.2707,2996279.3272
1.13.B.LBL,13696239.5247,2996279.3272
1.13.C.LBL,13696212.0464,2996279.3272
1.13.D.LBL,13696184.5678,2996279.3272
1.13.E.LBL,13696157.0895,2996279.3272
1.13.F.LBL,13696129.6112,2996279.3272
1.13.G.DBL,13696102.8376,2996279.3272
1.13.H.LBL,13696076.0641,2996279.3272
1.13.I.LBL,13696048.5858,2996279.3272
1.13.J.LBL,13696021.1075,2996279.3272
1.13.K.LBL,13695993.6289,2996279.3272
1.13.L.LBL,13695969.5167,2996279.3272
1.14.A.YEL,13696260.2707,2996299.3271
1.14.B.YEL,13696239.5247,2996299.3271
1.14.C.LBL,13696212.0464,2996299.3271
1.14.D.LBL,13696184.5678,2996299.3271
1.14.E.LBL,13696157.0895,2996299.3271
1.14.F.LBL,13696129.6112,2996299.3271
1.14.G.DBL,13696102.8376,2996299.3271
1.14.H.LBL,13696076.0641,2996299.3271
1.14.I.LBL,13696048.5858,2996299.3271
1.14.J.LBL,13696021.1075,2996299.3271
1.14.K.LBL,13695993.6289,2996299.3271
1.14.L.LBL,13695969.5167,2996299.3271
1.15.A.YEL,13696260.2707,2996319.3271
1.15.B.YEL,13696239.5247,2996319.3271
1.15.C.YEL,13696212.0464,2996319.3271
1.15.D.LBL,13696184.5678,2996319.3271
1.15.E.LBL,13696157.0895,2996319.3271
1.15.F.YEL,13696129.6112,2996319.3271
1.15.G.DBL,13696102.8376,2996319.3271
1.15.H.YEL,13696076.0641,2996319.3271
1.15.I.YEL,13696048.5858,2996319.3271
1.15.J.YEL,13696021.1075,2996319.3271
1.15.K.YEL,13695993.6289,2996319.3271
1.15.L.YEL,13695969.5167,2996319.3271
1.16.A.YEL,13696260.2707,2996339.3271
1.16.B.YEL,13696239.5247,2996339.3271
1.16.C.YEL,13696212.0464,2996339.3271
1.16.D.YEL,13696184.5678,2996339.3271
1.16.E.LBL,13696157.0895,2996339.3271
1.16.F.LBL,13696129.6112,2996339.3271
1.16.G.DBL,13696102.8376,2996339.3271
1.16.H.YEL,13696076.0641,2996339.3271
1.16.I.YEL,13696048.5858,2996339.3271
1.16.J.YEL,13696021.1075,2996339.3271
1.16.K.YEL,13695993.6289,2996339.3271
1.16.L.YEL,13695969.5167,2996339.3271
1.17.A.YEL,13696260.2707,2996359.3273
1.17.B.YEL,13696239.5247,2996359.3273
1.17.C.YEL,13696212.0464,2996359.3273
1.17.D.YEL,13696184.5678,2996359.3273
1.17.E.LBL,13696157.0895,2996359.3273
1.17.F.LBL,13696129.6112,2996359.3273
1.17.G.DBL,13696102.8376,2996359.3273
1.17.H.YEL,13696076.0641,2996359.3273
1.17.I.YEL,13696048.5858,2996359.3273
1.17.J.YEL,13696021.1075,2996359.3273
1.17.K.YEL,13695993.6289,2996359.3273
1.17.L.YEL,13695969.5167,2996359.3273
1.18.A.YEL,13696260.2707,2996379.3273
1.18.B.YEL,13696239.5247,2996379.3273
1.18.C.YEL,13696212.0464,2996379.3273
1.18.D.YEL,13696184.5678,2996379.3273
1.18.E.YEL,13696157.0895,2996379.3273
1.18.F.LBL,13696129.6112,2996379.3273
1.18.G.DBL,13696102.8376,2996379.3273
1.18.H.YEL,13696076.0641,2996379.3273
1.18.I.YEL,13696048.5858,2996379.3273
1.18.J.YEL,13696021.1075,2996379.3273
1.18.K.YEL,13695993.6289,2996379.3273
1.18.L.YEL,13695969.5167,2996379.3273
1.19.A.YEL,13696260.2707,2996399.3273
1.19.B.YEL,13696239.5247,2996399.3273
1.19.C.LBL,13696212.0464,2996399.3273
1.19.D.YEL,13696184.5678,2996399.3273
1.19.E.LBL,13696157.0895,2996399.3273
1.19.F.ORA,13696129.6112,2996399.3273
1.19.G.DBL,13696102.8376,2996399.3273
1.19.H.LBL,13696076.0641,2996399.3273
1.19.I.YEL,13696048.5858,2996399.3273
1.19.J.YEL,13696021.1075,2996399.3273
1.19.K.YEL,13695993.6289,2996399.3273
1.19.L.YEL,13695969.5167,2996399.3273
1.20.A.LBL,13696260.2707,2996419.3272
1.20.B.LBL,13696239.5247,2996419.3272
1.20.C.LBL,13696212.0464,2996419.3272
1.20.D.LBL,13696184.5678,2996419.3272
1.20.E.LBL,13696157.0895,2996419.3272
1.20.F.LBL,13696129.6112,2996419.3272
1.20.G.DBL,13696102.8376,2996419.3272
1.20.H.LBL,13696076.0641,2996419.3272
1.20.I.YEL,13696048.5858,2996419.3272
1.20.J.YEL,13696021.1075,2996419.3272
1.20.K.LBL,13695993.6289,2996419.3272
1.20.L.YEL,13695969.5167,2996419.3272
1.21.A.LBL,13696260.2707,2996439.3272
1.21.B.LBL,13696239.5247,2996439.3272
1.21.C.LBL,13696212.0464,2996439.3272
1.21.D.LBL,13696184.5678,2996439.3272
1.21.E.LBL,13696157.0895,2996439.3272
1.21.F.LBL,13696129.6112,2996439.3272
1.21.G.DBL,13696102.8376,2996439.3272
1.21.H.LBL,13696076.0641,2996439.3272
1.21.I.LBL,13696048.5858,2996439.3272
1.21.J.LBL,13696021.1075,2996439.3272
1.21.K.LBL,13695993.6289,2996439.3272
1.21.L.LBL,13695969.5167,2996439.3272
1.22.A.LBL,13696260.2707,2996459.3271
1.22.B.LBL,13696239.5247,2996459.3271
1.22.C.LBL,13696212.0464,2996459.3271
1.22.D.LBL,13696184.5678,2996459.3271
1.22.E.LBL,13696157.0895,2996459.3271
1.22.F.LBL,13696129.6112,2996459.3271
1.22.G.DBL,13696102.8376,2996459.3271
1.22.H.LBL,13696076.0641,2996459.3271
1.22.I.LBL,13696048.5858,2996459.3271
1.22.J.LBL,13696021.1075,2996459.3271
1.22.K.YEL,13695993.6289,2996459.3271
1.22.L.LBL,13695969.5167,2996459.3271
1.23.A.LBL,13696260.2707,2996479.3271
1.23.B.LBL,13696239.5247,2996479.3271
1.23.C.LBL,13696212.0464,2996479.3271
1.23.D.LBL,13696184.5678,2996479.3271
1.23.E.LBL,13696157.0895,2996479.3271
1.23.F.LBL,13696129.6112,2996479.3271
1.23.G.DBL,13696102.8376,2996479.3271
1.23.H.LBL,13696076.0641,2996479.3271
1.23.I.LBL,13696048.5858,2996479.3271
1.23.J.LBL,13696021.1075,2996479.3271
1.23.K.YEL,13695993.6289,2996479.3271
1.23.L.LBL,13695969.5167,2996479.3271
1.24.A.YEL,13696260.2707,2996499.3271
1.24.B.YEL,13696239.5247,2996499.3271
1.24.C.YEL,13696212.0464,2996499.3271
1.24.D.LBL,13696184.5678,2996499.3271
1.24.E.LBL,13696157.0895,2996499.3271
1.24.F.LBL,13696129.6112,2996499.3271
1.24.G.DBL,13696102.8376,2996499.3271
1.24.H.YEL,13696076.0641,2996499.3271
1.24.I.YEL,13696048.5858,2996499.3271
1.24.J.YEL,13696021.1075,2996499.3271
1.24.K.YEL,13695993.6289,2996499.3271
1.24.L.LBL,13695969.5167,2996499.3271
1.25.A.YEL,13696260.2707,2996519.3274
1.25.B.LBL,13696239.5247,2996519.3274
1.25.C.LBL,13696212.0464,2996519.3274
1.25.D.LBL,13696184.5678,2996519.3274
1.25.E.LBL,13696157.0895,2996519.3274
1.25.F.LBL,13696129.6112,2996519.3274
1.25.G.DBL,13696102.8376,2996519.3274
1.25.H.YEL,13696076.0641,2996519.3274
1.25.I.YEL,13696048.5858,2996519.3274
1.25.J.YEL,13696021.1075,2996519.3274
1.25.K.YEL,13695993.6289,2996519.3274
1.25.L.YEL,13695969.5167,2996519.3274
1.26.A.YEL,13696260.2707,2996539.3273
1.26.B.YEL,13696239.5247,2996539.3273
1.26.C.LBL,13696212.0464,2996539.3273
1.26.D.LBL,13696184.5678,2996539.3273
1.26.E.YEL,13696157.0895,2996539.3273
1.26.F.YEL,13696129.6112,2996539.3273
1.26.G.DBL,13696102.8376,2996539.3273
1.26.H.LBL,13696076.0641,2996539.3273
1.26.I.YEL,13696048.5858,2996539.3273
1.26.J.LBL,13696021.1075,2996539.3273
1.26.K.YEL,13695993.6289,2996539.3273
1.26.L.LBL,13695969.5167,2996539.3273
1.27.A.YEL,13696260.2707,2996559.3273
1.27.B.YEL,13696239.5247,2996559.3273
1.27.C.LBL,13696212.0464,2996559.3273
1.27.D.LBL,13696184.5678,2996559.3273
1.27.E.YEL,13696157.0895,2996559.3273
1.27.F.LBL,13696129.6112,2996559.3273
1.27.G.DBL,13696102.8376,2996559.3273
1.27.H.LBL,13696076.0641,2996559.3273
1.27.I.LBL,13696048.5858,2996559.3273
1.27.J.LBL,13696021.1075,2996559.3273
1.27.K.YEL,13695993.6289,2996559.3273
1.27.L.LBL,13695969.5167,2996559.3273
1.28.A.LBL,13696260.2707,2996579.3272
1.28.B.LBL,13696239.5247,2996579.3272
1.28.C.LBL,13696212.0464,2996579.3272
1.28.D.LBL,13696184.5678,2996579.3272
1.28.E.LBL,13696157.0895,2996579.3272
1.28.F.LBL,13696129.6112,2996579.3272
1.28.G.DBL,13696102.8376,2996579.3272
1.28.H.LBL,13696076.0641,2996579.3272
1.28.I.LBL,13696048.5858,2996579.3272
1.28.J.LBL,13696021.1075,2996579.3272
1.28.K.LBL,13695993.6289,2996579.3272
1.28.L.LBL,13695969.5167,2996579.3272
1.29.A.LBL,13696260.2707,2996599.3272
1.29.B.LBL,13696239.5247,2996599.3272
1.29.C.LBL,13696212.0464,2996599.3272
1.29.D.LBL,13696184.5678,2996599.3272
1.29.E.LBL,13696157.0895,2996599.3272
1.29.F.LBL,13696129.6112,2996599.3272
1.29.G.DBL,13696102.8376,2996599.3272
1.29.H.YEL,13696076.0641,2996599.3272
1.29.I.YEL,13696048.5858,2996599.3272
1.29.J.YEL,13696021.1075,2996599.3272
1.29.K.YEL,13695993.6289,2996599.3272
1.29.L.YEL,13695969.5167,2996599.3272
1.30.A.LBL,13696260.2707,2996619.3272
1.30.B.LBL,13696239.5247,2996619.3272
1.30.C.LBL,13696212.0464,2996619.3272
1.30.D.LBL,13696184.5678,2996619.3272
1.30.E.LBL,13696157.0895,2996619.3272
1.30.F.LBL,13696129.6112,2996619.3272
1.30.G.DBL,13696102.8376,2996619.3272
1.30.H.YEL,13696076.0641,2996619.3272
1.30.I.YEL,13696048.5858,2996619.3272
1.30.J.YEL,13696021.1075,2996619.3272
1.30.K.YEL,13695993.6289,2996619.3272
1.30.L.YEL,13695969.5167,2996619.3272
1.31.A.LBL,13696260.2707,2996639.3271
1.31.B.LBL,13696239.5247,2996639.3271
1.31.C.LBL,13696212.0464,2996639.3271
1.31.D.LBL,13696184.5678,2996639.3271
1.31.E.LBL,13696157.0895,2996639.3271
1.31.F.YEL,13696129.6112,2996639.3271
1.31.G.DBL,13696102.8376,2996639.3271
1.31.H.YEL,13696076.0641,2996639.3271
1.31.I.YEL,13696048.5858,2996639.3271
1.31.J.YEL,13696021.1075,2996639.3271
1.31.K.YEL,13695993.6289,2996639.3271
1.31.L.YEL,13695969.5167,2996639.3271
1.32.A.LBL,13696260.2707,2996659.3271
1.32.B.LBL,13696239.5247,2996659.3271
1.32.C.LBL,13696212.0464,2996659.3271
1.32.D.LBL,13696184.5678,2996659.3271
1.32.E.LBL,13696157.0895,2996659.3271
1.32.F.YEL,13696129.6112,2996659.3271
1.32.G.DBL,13696102.8376,2996659.3271
1.32.H.YEL,13696076.0641,2996659.3271
1.32.I.YEL,13696048.5858,2996659.3271
1.32.J.YEL,13696021.1075,2996659.3271
1.32.K.YEL,13695993.6289,2996659.3271
1.32.L.YEL,13695969.5167,2996659.3271
1.33.A.LBL,13696260.2707,2996679.3274
1.33.B.LBL,13696239.5247,2996679.3274
1.33.C.LBL,13696212.0464,2996679.3274
1.33.D.LBL,13696184.5678,2996679.3274
1.33.E.LBL,13696157.0895,2996679.3274
1.33.F.YEL,13696129.6112,2996679.3274
1.33.G.DBL,13696102.8376,2996679.3274
1.33.H.YEL,13696076.0641,2996679.3274
1.33.I.YEL,13696048.5858,2996679.3274
1.33.J.YEL,13696021.1075,2996679.3274
1.33.K.YEL,13695993.6289,2996679.3274
1.33.L.YEL,13695969.5167,2996679.3274
1.34.A.LBL,13696260.2707,2996699.3273
1.34.B.LBL,13696239.5247,2996699.3273
1.34.C.LBL,13696212.0464,2996699.3273
1.34.D.LBL,13696184.5678,2996699.3273
1.34.E.LBL,13696157.0895,2996699.3273
1.34.F.YEL,13696129.6112,2996699.3273
1.34.G.DBL,13696102.8376,2996699.3273
1.34.H.YEL,13696076.0641,2996699.3273
1.34.I.YEL,13696048.5858,2996699.3273
1.34.J.YEL,13696021.1075,2996699.3273
1.34.K.LGR,13695993.6289,2996699.3273
1.34.L.YEL,13695969.5167,2996699.3273
1.35.A.ORA,13696260.2707,2996719.3273
1.35.B.ORA,13696239.5247,2996719.3273
1.35.C.LBL,13696212.0464,2996719.3273
1.35.D.LBL,13696184.5678,2996719.3273
1.35.E.LBL,13696157.0895,2996719.3273
1.35.F.LBL,13696129.6112,2996719.3273
1.35.G.PRP,13696102.8376,2996719.3273
1.35.H.LBL,13696076.0641,2996719.3273
1.35.I.LBL,13696048.5858,2996719.3273
1.35.J.LBL,13696021.1075,2996719.3273
1.35.K.LGR,13695993.6289,2996719.3273
1.35.L.LBL,13695969.5167,2996719.3273
1.36.A.ORA,13696260.2707,2996745.9906
1.36.B.ORA,13696239.5247,2996745.9906
1.36.C.LBL,13696212.0464,2996745.9906
1.36.D.LBL,13696184.5678,2996745.9906
1.36.E.LBL,13696157.0895,2996745.9906
1.36.F.LBL,13696129.6112,2996745.9906
1.36.G.PRP,13696102.8376,2996745.9906
1.36.H.LBL,13696076.0641,2996745.9906
1.36.I.LBL,13696048.5858,2996745.9906
1.36.J.LBL,13696021.1075,2996745.9906
1.36.K.LGR,13695993.6289,2996745.9906
1.36.L.LBL,13695969.5167,2996745.9906
1.37.A.LBL,13696260.2707,2996765.9906
1.37.B.LBL,13696239.5247,2996765.9906
1.37.C.LBL,13696212.0464,2996765.9906
1.37.D.LBL,13696184.5678,2996765.9906
1.37.E.LBL,13696157.0895,2996765.9906
1.37.F.LBL,13696129.6112,2996765.9906
1.37.G.DBL,13696102.8376,2996765.9906
1.37.H.YEL,13696076.0641,2996765.9906
1.37.I.YEL,13696048.5858,2996765.9906
1.37.J.YEL,13696021.1075,2996765.9906
1.37.K.LGR,13695993.6289,2996765.9906
1.37.L.YEL,13695969.5167,2996765.9906
1.38.A.LBL,13696260.2707,2996785.9905
1.38.B.LBL,13696239.5247,2996785.9905
1.38.C.LBL,13696212.0464,2996785.9905
1.38.D.LBL,13696184.5678,2996785.9905
1.38.E.LBL,13696157.0895,2996785.9905
1.38.F.LBL,13696129.6112,2996785.9905
1.38.G.DBL,13696102.8376,2996785.9905
1.38.H.LBL,13696076.0641,2996785.9905
1.38.I.YEL,13696048.5858,2996785.9905
1.38.J.YEL,13696021.1075,2996785.9905
1.38.K.LGR,13695993.6289,2996785.9905
1.38.L.YEL,13695969.5167,2996785.9905
1.39.A.LBL,13696260.2707,2996805.9905
1.39.B.LBL,13696239.5247,2996805.9905
1.39.C.LBL,13696212.0464,2996805.9905
1.39.D.LBL,13696184.5678,2996805.9905
1.39.E.LBL,13696157.0895,2996805.9905
1.39.F.LBL,13696129.6112,2996805.9905
1.39.G.DBL,13696102.8376,2996805.9905
1.39.H.LBL,13696076.0641,2996805.9905
1.39.I.YEL,13696048.5858,2996805.9905
1.39.J.YEL,13696021.1075,2996805.9905
1.39.K.LGR,13695993.6289,2996805.9905
1.39.L.YEL,13695969.5167,2996805.9905
1.40.A.LBL,13696260.2707,2996825.9905
1.40.B.LBL,13696239.5247,2996825.9905
1.40.C.LBL,13696212.0464,2996825.9905
1.40.D.LBL,13696184.5678,2996825.9905
1.40.E.LBL,13696157.0895,2996825.9905
1.40.F.LBL,13696129.6112,2996825.9905
1.40.G.DBL,13696102.8376,2996825.9905
1.40.H.LBL,13696076.0641,2996825.9905
1.40.I.YEL,13696048.5858,2996825.9905
1.40.J.YEL,13696021.1075,2996825.9905
1.40.K.LGR,13695993.6289,2996825.9905
1.40.L.YEL,13695969.5167,2996825.9905
1.41.A.LBL,13696260.2707,2996845.9907
1.41.B.LBL,13696239.5247,2996845.9907
1.41.C.LBL,13696212.0464,2996845.9907
1.41.D.LBL,13696184.5678,2996845.9907
1.41.E.LBL,13696157.0895,2996845.9907
1.41.F.LBL,13696129.6112,2996845.9907
1.41.G.DBL,13696102.8376,2996845.9907
1.41.H.LBL,13696076.0641,2996845.9907
1.41.I.YEL,13696048.5858,2996845.9907
1.41.J.YEL,13696021.1075,2996845.9907
1.41.K.YEL,13695993.6289,2996845.9907
1.41.L.YEL,13695969.5167,2996845.9907
1.42.A.LBL,13696260.2707,2996865.9907
1.42.B.LBL,13696239.5247,2996865.9907
1.42.C.LBL,13696212.0464,2996865.9907
1.42.D.LBL,13696184.5678,2996865.9907
1.42.E.LBL,13696157.0895,2996865.9907
1.42.F.LBL,13696129.6112,2996865.9907
1.42.G.DBL,13696102.8376,2996865.9907
1.42.H.LBL,13696076.0641,2996865.9907
1.42.I.LBL,13696048.5858,2996865.9907
1.42.J.YEL,13696021.1075,2996865.9907
1.42.K.YEL,13695993.6289,2996865.9907
1.42.L.YEL,13695969.5167,2996865.9907
1.43.A.LBL,13696260.2707,2996885.9907
1.43.B.LBL,13696239.5247,2996885.9907
1.43.C.LBL,13696212.0464,2996885.9907
1.43.D.LBL,13696184.5678,2996885.9907
1.43.E.LBL,13696157.0895,2996885.9907
1.43.F.LBL,13696129.6112,2996885.9907
1.43.G.DBL,13696102.8376,2996885.9907
1.43.H.LBL,13696076.0641,2996885.9907
1.43.I.YEL,13696048.5858,2996885.9907
1.43.J.YEL,13696021.1075,2996885.9907
1.43.K.YEL,13695993.6289,2996885.9907
1.43.L.YEL,13695969.5167,2996885.9907
1.44.A.LBL,13696260.2707,2996905.9906
1.44.B.LBL,13696239.5247,2996905.9906
1.44.C.LBL,13696212.0464,2996905.9906
1.44.D.LBL,13696184.5678,2996905.9906
1.44.E.LBL,13696157.0895,2996905.9906
1.44.F.LBL,13696129.6112,2996905.9906
1.44.G.DBL,13696102.8376,2996905.9906
1.44.H.LBL,13696076.0641,2996905.9906
1.44.I.YEL,13696048.5858,2996905.9906
1.44.J.YEL,13696021.1075,2996905.9906
1.44.K.YEL,13695993.6289,2996905.9906
1.44.L.YEL,13695969.5167,2996905.9906
1.45.A.LBL,13696260.2707,2996925.9906
1.45.B.LBL,13696239.5247,2996925.9906
1.45.C.LBL,13696212.0464,2996925.9906
1.45.D.LBL,13696184.5678,2996925.9906
1.45.E.LBL,13696157.0895,2996925.9906
1.45.F.LBL,13696129.6112,2996925.9906
1.45.G.DBL,13696102.8376,2996925.9906
1.45.H.YEL,13696076.0641,2996925.9906
1.45.I.YEL,13696048.5858,2996925.9906
1.45.J.YEL,13696021.1075,2996925.9906
1.45.K.YEL,13695993.6289,2996925.9906
1.45.L.YEL,13695969.5167,2996925.9906
1.46.A.LBL,13696260.2707,2996945.9905
1.46.B.LBL,13696239.5247,2996945.9905
1.46.C.LBL,13696212.0464,2996945.9905
1.46.D.LBL,13696184.5678,2996945.9905
1.46.E.LBL,13696157.0895,2996945.9905
1.46.F.LBL,13696129.6112,2996945.9905
1.46.G.DBL,13696102.8376,2996945.9905
1.46.H.YEL,13696076.0641,2996945.9905
1.46.I.YEL,13696048.5858,2996945.9905
1.46.J.YEL,13696021.1075,2996945.9905
1.46.K.YEL,13695993.6289,2996945.9905
1.46.L.YEL,13695969.5167,2996945.9905
1.47.A.LBL,13696260.2707,2996965.9905
1.47.B.LBL,13696239.5247,2996965.9905
1.47.C.LBL,13696212.0464,2996965.9905
1.47.D.LBL,13696184.5678,2996965.9905
1.47.E.LBL,13696157.0895,2996965.9905
1.47.F.LBL,13696129.6112,2996965.9905
1.47.G.DBL,13696102.8376,2996965.9905
1.47.H.LBL,13696076.0641,2996965.9905
1.47.I.YEL,13696048.5858,2996965.9905
1.47.J.YEL,13696021.1075,2996965.9905
1.47.K.YEL,13695993.6289,2996965.9905
1.47.L.YEL,13695969.5167,2996965.9905
1.48.A.LBL,13696260.2707,2996985.9905
1.48.B.LBL,13696239.5247,2996985.9905
1.48.C.LBL,13696212.0464,2996985.9905
1.48.D.LBL,13696184.5678,2996985.9905
1.48.E.LBL,13696157.0895,2996985.9905
1.48.F.LBL,13696129.6112,2996985.9905
1.48.G.DBL,13696102.8376,2996985.9905
1.48.H.LBL,13696076.0641,2996985.9905
1.48.I.LBL,13696048.5858,2996985.9905
1.48.J.YEL,13696021.1075,2996985.9905
1.48.K.YEL,13695993.6289,2996985.9905
1.48.L.YEL,13695969.5167,2996985.9905
1.49.A.LBL,13696260.2707,2997005.9907
1.49.B.LBL,13696239.5247,2997005.9907
1.49.C.LBL,13696212.0464,2997005.9907
1.49.D.LBL,13696184.5678,2997005.9907
1.49.E.LBL,13696157.0895,2997005.9907
1.49.F.LBL,13696129.6112,2997005.9907
