Pilecode,N,E
1.19.G.PNK,13689514.6513,2998857.3276
1.19.H.LBL,13689487.8778,2998857.3276
1.19.I.LBL,13689460.3995,2998857.3276
1.19.J.LBL,13689432.9212,2998857.3276
1.19.K.LBL,13689405.4426,2998857.3276
1.19.L.LBL,13689381.3304,2998857.3276
1.20.A.LBL,13689672.0844,2998877.3276
1.20.B.LBL,13689651.3384,2998877.3276
1.20.C.LBL,13689623.8601,2998877.3276
1.20.D.LBL,13689596.3818,2998877.3276
1.20.E.ORA,13689568.9032,2998877.3276
1.20.F.LBL,13689541.4249,2998877.3276
1.20.G.PNK,13689514.6513,2998877.3276
1.20.H.LBL,13689487.8778,2998877.3276
1.20.I.LBL,13689460.3995,2998877.3276
1.20.J.LBL,13689432.9212,2998877.3276
1.20.K.LBL,13689405.4426,2998877.3276
1.20.L.LBL,13689381.3304,2998877.3276
1.21.A.LBL,13689672.0844,2998897.3275
1.21.B.LBL,13689651.3384,2998897.3275
1.21.C.LBL,13689623.8601,2998897.3275
1.21.D.ORA,13689596.3818,2998897.3275
1.21.E.ORA,13689568.9032,2998897.3275
1.21.F.LBL,13689541.4249,2998897.3275
1.21.G.PNK,13689514.6513,2998897.3275
1.21.H.LBL,13689487.8778,2998897.3275
1.21.I.LBL,13689460.3995,2998897.3275
1.21.J.LBL,13689432.9212,2998897.3275
1.21.K.LBL,13689405.4426,2998897.3275
1.21.L.LBL,13689381.3304,2998897.3275
1.22.A.LBL,13689672.0844,2998917.3275
1.22.B.LBL,13689651.3384,2998917.3275
1.22.C.LBL,13689623.8601,2998917.3275
1.22.D.LBL,13689596.3818,2998917.3275
1.22.E.ORA,13689568.9032,2998917.3275
1.22.F.ORA,13689541.4249,2998917.3275
1.22.G.PNK,13689514.6513,2998917.3275
1.22.H.LBL,13689487.8778,2998917.3275
1.22.I.LBL,13689460.3995,2998917.3275
1.22.J.LBL,13689432.9212,2998917.3275
1.22.K.LBL,13689405.4426,2998917.3275
1.22.L.LBL,13689381.3304,2998917.3275
1.23.A.LBL,13689672.0844,2998937.3274
1.23.B.LBL,13689651.3384,2998937.3274
1.23.C.LBL,13689623.8601,2998937.3274
1.23.D.LBL,13689596.3818,2998937.3274
1.23.E.LBL,13689568.9032,2998937.3274
1.23.F.ORA,13689541.4249,2998937.3274
1.23.G.DBL,13689514.6513,2998937.3274
1.23.H.LBL,13689487.8778,2998937.3274
1.23.I.LBL,13689460.3995,2998937.3274
1.23.J.LBL,13689432.9212,2998937.3274
1.23.K.LBL,13689405.4426,2998937.3274
1.23.L.LBL,13689381.3304,2998937.3274
1.24.A.LBL,13689672.0844,2998957.3274
1.24.B.LBL,13689651.3384,2998957.3274
1.24.C.LBL,13689623.8601,2998957.3274
1.24.D.LBL,13689596.3818,2998957.3274
1.24.E.LBL,13689568.9032,2998957.3274
1.24.F.LBL,13689541.4249,2998957.3274
1.24.G.PNK,13689514.6513,2998957.3274
1.24.H.LBL,13689487.8778,2998957.3274
1.24.I.LBL,13689460.3995,2998957.3274
1.24.J.LBL,13689432.9212,2998957.3274
1.24.K.LBL,13689405.4426,2998957.3274
1.24.L.LBL,13689381.3304,2998957.3274
1.25.A.LBL,13689672.0844,2998977.3274
1.25.B.LBL,13689651.3384,2998977.3274
1.25.C.LBL,13689623.8601,2998977.3274
1.25.D.LBL,13689596.3818,2998977.3274
1.25.E.LBL,13689568.9032,2998977.3274
1.25.F.LBL,13689541.4249,2998977.3274
1.25.G.PNK,13689514.6513,2998977.3274
1.25.H.LBL,13689487.8778,2998977.3274
1.25.I.LBL,13689460.3995,2998977.3274
1.25.J.LBL,13689432.9212,2998977.3274
1.25.K.LBL,13689405.4426,2998977.3274
1.25.L.LBL,13689381.3304,2998977.3274
1.26.A.LBL,13689672.0844,2998997.3276
1.26.B.LBL,13689651.3384,2998997.3276
1.26.C.LBL,13689623.8601,2998997.3276
1.26.D.LBL,13689596.3818,2998997.3276
1.26.E.LBL,13689568.9032,2998997.3276
1.26.F.LBL,13689541.4249,2998997.3276
1.26.G.PNK,13689514.6513,2998997.3276
1.26.H.LBL,13689487.8778,2998997.3276
1.26.I.LBL,13689460.3995,2998997.3276
1.26.J.LBL,13689432.9212,2998997.3276
1.26.K.LBL,13689405.4426,2998997.3276
1.26.L.LBL,13689381.3304,2998997.3276
1.27.A.LBL,13689672.0844,2999017.3276
1.27.B.LBL,13689651.3384,2999017.3276
1.27.C.LBL,13689623.8601,2999017.3276
1.27.D.LBL,13689596.3818,2999017.3276
1.27.E.LBL,13689568.9032,2999017.3276
1.27.F.LBL,13689541.4249,2999017.3276
1.27.G.PNK,13689514.6513,2999017.3276
1.27.H.LBL,13689487.8778,2999017.3276
1.27.I.LBL,13689460.3995,2999017.3276
1.27.J.LBL,13689432.9212,2999017.3276
1.27.K.LBL,13689405.4426,2999017.3276
1.27.L.LBL,13689381.3304,2999017.3276
1.28.A.LBL,13689672.0844,2999037.3276
1.28.B.LBL,13689651.3384,2999037.3276
1.28.C.LBL,13689623.8601,2999037.3276
1.28.D.LBL,13689596.3818,2999037.3276
1.28.E.LBL,13689568.9032,2999037.3276
1.28.F.LBL,13689541.4249,2999037.3276
1.28.G.DBL,13689514.6513,2999037.3276
1.28.H.LBL,13689487.8778,2999037.3276
1.28.I.LBL,13689460.3995,2999037.3276
1.28.J.LBL,13689432.9212,2999037.3276
1.28.K.LBL,13689405.4426,2999037.3276
1.28.L.YEL,13689381.3304,2999037.3276
1.29.A.LBL,13689672.0844,2999057.3275
1.29.B.LBL,13689651.3384,2999057.3275
1.29.C.LBL,13689623.8601,2999057.3275
1.29.D.LBL,13689596.3818,2999057.3275
1.29.E.LBL,13689568.9032,2999057.3275
1.29.F.LBL,13689541.4249,2999057.3275
1.29.G.DBL,13689514.6513,2999057.3275
1.29.H.LBL,13689487.8778,2999057.3275
1.29.I.LBL,13689460.3995,2999057.3275
1.29.J.LBL,13689432.9212,2999057.3275
1.29.K.LBL,13689405.4426,2999057.3275
1.29.L.LBL,13689381.3304,2999057.3275
1.30.A.LBL,13689672.0844,2999077.3275
1.30.B.LBL,13689651.3384,2999077.3275
1.30.C.LBL,13689623.8601,2999077.3275
1.30.D.LBL,13689596.3818,2999077.3275
1.30.E.LBL,13689568.9032,2999077.3275
1.30.F.LBL,13689541.4249,2999077.3275
1.30.G.DBL,13689514.6513,2999077.3275
1.30.H.LBL,13689487.8778,2999077.3275
1.30.I.LBL,13689460.3995,2999077.3275
1.30.J.LBL,13689432.9212,2999077.3275
1.30.K.LBL,13689405.4426,2999077.3275
1.30.L.LBL,13689381.3304,2999077.3275
1.31.A.LBL,13689672.0844,2999097.3274
1.31.B.LBL,13689651.3384,2999097.3274
1.31.C.LBL,13689623.8601,2999097.3274
1.31.D.LBL,13689596.3818,2999097.3274
1.31.E.LBL,13689568.9032,2999097.3274
1.31.F.LBL,13689541.4249,2999097.3274
1.31.G.DBL,13689514.6513,2999097.3274
1.31.H.LBL,13689487.8778,2999097.3274
1.31.I.LBL,13689460.3995,2999097.3274
1.31.J.LBL,13689432.9212,2999097.3274
1.31.K.LBL,13689405.4426,2999097.3274
1.31.L.LBL,13689381.3304,2999097.3274
1.32.A.LBL,13689672.0844,2999117.3274
1.32.B.LBL,13689651.3384,2999117.3274
1.32.C.LBL,13689623.8601,2999117.3274
1.32.D.LBL,13689596.3818,2999117.3274
1.32.E.LBL,13689568.9032,2999117.3274
1.32.F.LBL,13689541.4249,2999117.3274
1.32.G.PNK,13689514.6513,2999117.3274
1.32.H.LBL,13689487.8778,2999117.3274
1.32.I.LBL,13689460.3995,2999117.3274
1.32.J.LBL,13689432.9212,2999117.3274
1.32.K.LBL,13689405.4426,2999117.3274
1.32.L.LBL,13689381.3304,2999117.3274
1.33.A.LBL,13689672.0844,2999137.3274
1.33.B.LBL,13689651.3384,2999137.3274
1.33.C.LBL,13689623.8601,2999137.3274
1.33.D.LBL,13689596.3818,2999137.3274
1.33.E.LBL,13689568.9032,2999137.3274
1.33.F.LBL,13689541.4249,2999137.3274
1.33.G.DBL,13689514.6513,2999137.3274
1.33.H.LBL,13689487.8778,2999137.3274
1.33.I.LBL,13689460.3995,2999137.3274
1.33.J.LBL,13689432.9212,2999137.3274
1.33.K.LBL,13689405.4426,2999137.3274
1.33.L.LBL,13689381.3304,2999137.3274
1.34.A.LBL,13689672.0844,2999157.3277
1.34.B.LBL,13689651.3384,2999157.3277
1.34.C.LBL,13689623.8601,2999157.3277
1.34.D.LBL,13689596.3818,2999157.3277
1.34.E.LBL,13689568.9032,2999157.3277
1.34.F.LBL,13689541.4249,2999157.3277
1.34.G.PNK,13689514.6513,2999157.3277
1.34.H.LBL,13689487.8778,2999157.3277
1.34.I.LBL,13689460.3995,2999157.3277
1.34.J.LBL,13689432.9212,2999157.3277
1.34.K.LBL,13689405.4426,2999157.3277
1.34.L.LBL,13689381.3304,2999157.3277
1.35.A.LBL,13689672.0844,2999177.3276
1.35.B.LBL,13689651.3384,2999177.3276
1.35.C.LBL,13689623.8601,2999177.3276
1.35.D.LBL,13689596.3818,2999177.3276
1.35.E.LBL,13689568.9032,2999177.3276
1.35.F.LBL,13689541.4249,2999177.3276
1.35.G.PNK,13689514.6513,2999177.3276
1.35.H.LBL,13689487.8778,2999177.3276
1.35.I.LBL,13689460.3995,2999177.3276
1.35.J.LBL,13689432.9212,2999177.3276
1.35.K.LBL,13689405.4426,2999177.3276
1.35.L.LBL,13689381.3304,2999177.3276
1.36.A.LBL,13689672.0844,2999197.3276
1.36.B.LBL,13689651.3384,2999197.3276
1.36.C.LBL,13689623.8601,2999197.3276
1.36.D.LBL,13689596.3818,2999197.3276
1.36.E.LBL,13689568.9032,2999197.3276
1.36.F.LBL,13689541.4249,2999197.3276
1.36.G.DBL,13689514.6513,2999197.3276
1.36.H.LBL,13689487.8778,2999197.3276
1.36.I.LBL,13689460.3995,2999197.3276
1.36.J.LBL,13689432.9212,2999197.3276
1.36.K.LBL,13689405.4426,2999197.3276
1.36.L.LBL,13689381.3304,2999197.3276
1.37.A.LBL,13689672.0844,2999217.3275
1.37.B.LBL,13689651.3384,2999217.3275
1.37.C.LBL,13689623.8601,2999217.3275
1.37.D.LBL,13689596.3818,2999217.3275
1.37.E.LBL,13689568.9032,2999217.3275
1.37.F.LBL,13689541.4249,2999217.3275
1.37.G.DBL,13689514.6513,2999217.3275
1.37.H.LBL,13689487.8778,2999217.3275
1.37.I.LBL,13689460.3995,2999217.3275
1.37.J.LBL,13689432.9212,2999217.3275
1.37.K.LBL,13689405.4426,2999217.3275
1.37.L.LBL,13689381.3304,2999217.3275
1.38.A.LBL,13689672.0844,2999237.3275
1.38.B.LBL,13689651.3384,2999237.3275
1.38.C.LBL,13689623.8601,2999237.3275
1.38.D.LBL,13689596.3818,2999237.3275
1.38.E.LBL,13689568.9032,2999237.3275
1.38.F.LBL,13689541.4249,2999237.3275
1.38.G.PNK,13689514.6513,2999237.3275
1.38.H.LBL,13689487.8778,2999237.3275
1.38.I.LBL,13689460.3995,2999237.3275
1.38.J.LBL,13689432.9212,2999237.3275
1.38.K.LBL,13689405.4426,2999237.3275
1.38.L.LBL,13689381.3304,2999237.3275
1.39.A.LBL,13689672.0844,2999257.3275
1.39.B.LBL,13689651.3384,2999257.3275
1.39.C.LBL,13689623.8601,2999257.3275
1.39.D.LBL,13689596.3818,2999257.3275
1.39.E.LBL,13689568.9032,2999257.3275
1.39.F.LBL,13689541.4249,2999257.3275
1.39.G.DBL,13689514.6513,2999257.3275
1.39.H.LBL,13689487.8778,2999257.3275
1.39.I.LBL,13689460.3995,2999257.3275
1.39.J.LBL,13689432.9212,2999257.3275
1.39.K.LBL,13689405.4426,2999257.3275
1.39.L.LBL,13689381.3304,2999257.3275
1.40.A.LBL,13689672.0844,2999277.3274
1.40.B.LBL,13689651.3384,2999277.3274
1.40.C.LBL,13689623.8601,2999277.3274
1.40.D.LBL,13689596.3818,2999277.3274
1.40.E.LBL,13689568.9032,2999277.3274
1.40.F.LBL,13689541.4249,2999277.3274
1.40.G.PNK,13689514.6513,2999277.3274
1.40.H.LBL,13689487.8778,2999277.3274
1.40.I.LBL,13689460.3995,2999277.3274
1.40.J.LBL,13689432.9212,2999277.3274
1.40.K.LBL,13689405.4426,2999277.3274
1.40.L.LBL,13689381.3304,2999277.3274
1.41.A.LBL,13689672.0844,2999297.3274
1.41.B.ORA,13689651.3384,2999297.3274
1.41.C.ORA,13689623.8601,2999297.3274
1.41.D.LBL,13689596.3818,2999297.3274
1.41.E.LBL,13689568.9032,2999297.3274
1.41.F.LBL,13689541.4249,2999297.3274
1.41.G.DBL,13689514.6513,2999297.3274
1.41.H.LBL,13689487.8778,2999297.3274
1.41.I.LBL,13689460.3995,2999297.3274
1.41.J.LBL,13689432.9212,2999297.3274
1.41.K.LBL,13689405.4426,2999297.3274
1.41.L.LBL,13689381.3304,2999297.3274
1.42.A.LBL,13689672.0844,2999317.3277
1.42.B.ORA,13689651.3384,2999317.3277
1.42.C.ORA,13689623.8601,2999317.3277
1.42.D.LBL,13689596.3818,2999317.3277
1.42.E.LBL,13689568.9032,2999317.3277
1.42.F.LBL,13689541.4249,2999317.3277
1.42.G.PNK,13689514.6513,2999317.3277
1.42.H.LBL,13689487.8778,2999317.3277
1.42.I.LBL,13689460.3995,2999317.3277
1.42.J.LBL,13689432.9212,2999317.3277
1.42.K.LBL,13689405.4426,2999317.3277
1.42.L.LBL,13689381.3304,2999317.3277
1.43.A.ORA,13689672.0844,2999337.3276
1.43.B.ORA,13689651.3384,2999337.3276
1.43.C.LBL,13689623.8601,2999337.3276
1.43.D.LBL,13689596.3818,2999337.3276
1.43.E.LBL,13689568.9032,2999337.3276
1.43.F.LBL,13689541.4249,2999337.3276
1.43.G.PNK,13689514.6513,2999337.3276
1.43.H.LBL,13689487.8778,2999337.3276
1.43.I.LBL,13689460.3995,2999337.3276
1.43.J.LBL,13689432.9212,2999337.3276
1.43.K.LBL,13689405.4426,2999337.3276
1.43.L.LBL,13689381.3304,2999337.3276
1.44.A.ORA,13689672.0844,2999357.3276
1.44.B.ORA,13689651.3384,2999357.3276
1.44.C.LBL,13689623.8601,2999357.3276
1.44.D.LBL,13689596.3818,2999357.3276
1.44.E.LBL,13689568.9032,2999357.3276
1.44.F.LBL,13689541.4249,2999357.3276
1.44.G.PNK,13689514.6513,2999357.3276
1.44.H.LBL,13689487.8778,2999357.3276
1.44.I.LBL,13689460.3995,2999357.3276
1.44.J.LBL,13689432.9212,2999357.3276
1.44.K.LBL,13689405.4426,2999357.3276
1.44.L.LBL,13689381.3304,2999357.3276
1.45.A.ORA,13689672.0844,2999377.3275
1.45.B.ORA,13689651.3384,2999377.3275
1.45.C.LBL,13689623.8601,2999377.3275
1.45.D.LBL,13689596.3818,2999377.3275
1.45.E.LBL,13689568.9032,2999377.3275
1.45.F.LBL,13689541.4249,2999377.3275
1.45.G.DBL,13689514.6513,2999377.3275
1.45.H.ORA,13689487.8778,2999377.3275
1.45.I.LBL,13689460.3995,2999377.3275
1.45.J.LBL,13689432.9212,2999377.3275
1.45.K.LBL,13689405.4426,2999377.3275
1.45.L.LBL,13689381.3304,2999377.3275
1.46.A.ORA,13689672.0844,2999397.3275
1.46.B.LBL,13689651.3384,2999397.3275
1.46.C.LBL,13689623.8601,2999397.3275
1.46.D.LBL,13689596.3818,2999397.3275
1.46.E.LBL,13689568.9032,2999397.3275
1.46.F.LBL,13689541.4249,2999397.3275
1.46.G.PNK,13689514.6513,2999397.3275
1.46.H.ORA,13689487.8778,2999397.3275
1.46.I.LBL,13689460.3995,2999397.3275
1.46.J.LBL,13689432.9212,2999397.3275
1.46.K.LBL,13689405.4426,2999397.3275
1.46.L.YEL,13689381.3304,2999397.3275
1.47.A.WHT,13689672.0844,2999417.3275
1.47.B.WHT,13689651.3384,2999417.3275
1.47.C.WHT,13689623.8601,2999417.3275
1.47.D.WHT,13689596.3818,2999417.3275
1.47.E.WHT,13689568.9032,2999417.3275
1.47.F.WHT,13689541.4249,2999417.3275
1.47.G.BRO.WHT,13689514.6513,2999417.3275
1.47.H.DGR,13689487.8778,2999417.3275
1.47.I.DGR,13689460.3995,2999417.3275
1.47.J.WHT,13689432.9212,2999417.3275
1.47.K.WHT,13689405.4426,2999417.3275
1.47.L.RED,13689381.3304,2999417.3275
1.48.A.WHT,13689672.0844,2999437.3274
1.48.B.WHT,13689651.3384,2999437.3274
1.48.C.WHT,13689623.8601,2999437.3274
1.48.D.WHT,13689596.3818,2999437.3274
1.48.E.WHT,13689568.9032,2999437.3274
1.48.F.WHT,13689541.4249,2999437.3274
1.48.G.PRP.WHT,13689514.6513,2999437.3274
1.48.H.DGR,13689487.8778,2999437.3274
1.48.I.WHT,13689460.3995,2999437.3274
1.48.J.WHT,13689432.9212,2999437.3274
1.48.K.WHT,13689405.4426,2999437.3274
1.48.L.WHT,13689381.3304,2999437.3274
2.1.A.WHT,13689352.8226,2998497.3277
2.1.B.WHT,13689332.0766,2998497.3277
2.1.C.WHT,13689304.5983,2998497.3277
2.1.D.RED,13689277.1200,2998497.3277
2.1.E.RED,13689249.6414,2998497.3277
2.1.F.RED,13689222.1631,2998497.3277
2.1.G.PRP,13689195.3895,2998497.3277
2.1.H.RED,13689168.6159,2998497.3277
2.1.I.RED,13689141.1376,2998497.3277
2.1.J.RED,13689113.6593,2998497.3277
2.1.K.RED,13689086.1811,2998497.3277
2.1.L.RED,13689062.0686,2998497.3277
2.2.A.RED,13689352.8226,2998517.3276
2.2.B.WHT,13689332.0766,2998517.3276
2.2.C.WHT,13689304.5983,2998517.3276
2.2.D.WHT,13689277.1200,2998517.3276
2.2.E.RED,13689249.6414,2998517.3276
2.2.F.RED,13689222.1631,2998517.3276
2.2.G.BRO,13689195.3895,2998517.3276
2.2.H.RED,13689168.6159,2998517.3276
2.2.I.RED,13689141.1376,2998517.3276
2.2.J.RED,13689113.6593,2998517.3276
2.2.K.RED,13689086.1811,2998517.3276
2.2.L.RED,13689062.0686,2998517.3276
2.3.A.LBL,13689352.8226,2998537.3276
2.3.B.LBL,13689332.0766,2998537.3276
2.3.C.LBL,13689304.5983,2998537.3276
2.3.D.LBL,13689277.1200,2998537.3276
2.3.E.YEL,13689249.6414,2998537.3276
2.3.F.YEL,13689222.1631,2998537.3276
2.3.G.DBL,13689195.3895,2998537.3276
2.3.H.YEL,13689168.6159,2998537.3276
2.3.I.LBL,13689141.1376,2998537.3276
2.3.J.YEL,13689113.6593,2998537.3276
2.3.K.LGR,13689086.1811,2998537.3276
2.3.L.YEL,13689062.0686,2998537.3276
2.4.A.YEL,13689352.8226,2998557.3275
2.4.B.YEL,13689332.0766,2998557.3275
2.4.C.LBL,13689304.5983,2998557.3275
2.4.D.YEL,13689277.1200,2998557.3275
2.4.E.YEL,13689249.6414,2998557.3275
2.4.F.YEL,13689222.1631,2998557.3275
2.4.G.DBL,13689195.3895,2998557.3275
2.4.H.YEL,13689168.6159,2998557.3275
2.4.I.YEL,13689141.1376,2998557.3275
2.4.J.YEL,13689113.6593,2998557.3275
2.4.K.LGR,13689086.1811,2998557.3275
2.4.L.YEL,13689062.0686,2998557.3275
2.5.A.YEL,13689352.8226,2998577.3275
2.5.B.YEL,13689332.0766,2998577.3275
2.5.C.LBL,13689304.5983,2998577.3275
2.5.D.YEL,13689277.1200,2998577.3275
2.5.E.YEL,13689249.6414,2998577.3275
2.5.F.YEL,13689222.1631,2998577.3275
2.5.G.DBL,13689195.3895,2998577.3275
2.5.H.YEL,13689168.6159,2998577.3275
2.5.I.YEL,13689141.1376,2998577.3275
2.5.J.YEL,13689113.6593,2998577.3275
2.5.K.LGR,13689086.1811,2998577.3275
2.5.L.YEL,13689062.0686,2998577.3275
2.6.A.YEL,13689352.8226,2998597.3275
2.6.B.LBL,13689332.0766,2998597.3275
2.6.C.YEL,13689304.5983,2998597.3275
2.6.D.YEL,13689277.1200,2998597.3275
2.6.E.YEL,13689249.6414,2998597.3275
2.6.F.YEL,13689222.1631,2998597.3275
2.6.G.DBL,13689195.3895,2998597.3275
2.6.H.YEL,13689168.6159,2998597.3275
2.6.I.YEL,13689141.1376,2998597.3275
2.6.J.YEL,13689113.6593,2998597.3275
2.6.K.LGR,13689086.1811,2998597.3275
2.6.L.YEL,13689062.0686,2998597.3275
2.7.A.YEL,13689352.8226,2998617.3274
2.7.B.LBL,13689332.0766,2998617.3274
2.7.C.LBL,13689304.5983,2998617.3274
2.7.D.YEL,13689277.1200,2998617.3274
2.7.E.YEL,13689249.6414,2998617.3274
2.7.F.YEL,13689222.1631,2998617.3274
2.7.G.DBL,13689195.3895,2998617.3274
2.7.H.YEL,13689168.6159,2998617.3274
2.7.I.YEL,13689141.1376,2998617.3274
2.7.J.YEL,13689113.6593,2998617.3274
2.7.K.LGR,13689086.1811,2998617.3274
2.7.L.YEL,13689062.0686,2998617.3274
2.8.A.YEL,13689352.8226,2998637.3274
2.8.B.YEL,13689332.0766,2998637.3274
2.8.C.LBL,13689304.5983,2998637.3274
2.8.D.YEL,13689277.1200,2998637.3274
2.8.E.YEL,13689249.6414,2998637.3274
2.8.F.YEL,13689222.1631,2998637.3274
2.8.G.DBL,13689195.3895,2998637.3274
2.8.H.YEL,13689168.6159,2998637.3274
2.8.I.YEL,13689141.1376,2998637.3274
2.8.J.YEL,13689113.6593,2998637.3274
2.8.K.LGR,13689086.1811,2998637.3274
2.8.L.YEL,13689062.0686,2998637.3274
2.9.A.YEL,13689352.8226,2998657.3273
2.9.B.LBL,13689332.0766,2998657.3273
2.9.C.LBL,13689304.5983,2998657.3273
2.9.D.YEL,13689277.1200,2998657.3273
2.9.E.YEL,13689249.6414,2998657.3273
2.9.F.YEL,13689222.1631,2998657.3273
2.9.G.DBL,13689195.3895,2998657.3273
2.9.H.YEL,13689168.6159,2998657.3273
2.9.I.YEL,13689141.1376,2998657.3273
2.9.J.YEL,13689113.6593,2998657.3273
2.9.K.LGR,13689086.1811,2998657.3273
2.9.L.YEL,13689062.0686,2998657.3273
2.10.A.LBL,13689352.8226,2998677.3276
2.10.B.LBL,13689332.0766,2998677.3276
2.10.C.LBL,13689304.5983,2998677.3276
2.10.D.LBL,13689277.1200,2998677.3276
2.10.E.LBL,13689249.6414,2998677.3276
2.10.F.YEL,13689222.1631,2998677.3276
2.10.G.DBL,13689195.3895,2998677.3276
2.10.H.YEL,13689168.6159,2998677.3276
2.10.I.YEL,13689141.1376,2998677.3276
2.10.J.YEL,13689113.6593,2998677.3276
2.10.K.LGR,13689086.1811,2998677.3276
2.10.L.YEL,13689062.0686,2998677.3276
2.11.A.LBL,13689352.8226,2998697.3276
2.11.B.LBL,13689332.0766,2998697.3276
2.11.C.LBL,13689304.5983,2998697.3276
2.11.D.LBL,13689277.1200,2998697.3276
2.11.E.LBL,13689249.6414,2998697.3276
2.11.F.LBL,13689222.1631,2998697.3276
2.11.G.DBL,13689195.3895,2998697.3276
2.11.H.LBL,13689168.6159,2998697.3276
2.11.I.LBL,13689141.1376,2998697.3276
2.11.J.LBL,13689113.6593,2998697.3276
2.11.K.LGR,13689086.1811,2998697.3276
2.11.L.LBL,13689062.0686,2998697.3276
2.12.A.LBL,13689352.8226,2998717.3275
2.12.B.LBL,13689332.0766,2998717.3275
2.12.C.LBL,13689304.5983,2998717.3275
2.12.D.LBL,13689277.1200,2998717.3275
2.12.E.LBL,13689249.6414,2998717.3275
2.12.F.LBL,13689222.1631,2998717.3275
2.12.G.DBL,13689195.3895,2998717.3275
2.12.H.LBL,13689168.6159,2998717.3275
2.12.I.LBL,13689141.1376,2998717.3275
2.12.J.LBL,13689113.6593,2998717.3275
2.12.K.LGR,13689086.1811,2998717.3275
2.12.L.LBL,13689062.0686,2998717.3275
2.13.A.LBL,13689352.8226,2998737.3275
2.13.B.LBL,13689332.0766,2998737.3275
2.13.C.LBL,13689304.5983,2998737.3275
2.13.D.LBL,13689277.1200,2998737.3275
2.13.E.LBL,13689249.6414,2998737.3275
2.13.F.LBL,13689222.1631,2998737.3275
2.13.G.DBL,13689195.3895,2998737.3275
2.13.H.LBL,13689168.6159,2998737.3275
2.13.I.LBL,13689141.1376,2998737.3275
2.13.J.LBL,13689113.6593,2998737.3275
2.13.K.LGR,13689086.1811,2998737.3275
2.13.L.LBL,13689062.0686,2998737.3275
2.14.A.LBL,13689352.8226,2998757.3275
2.14.B.LBL,13689332.0766,2998757.3275
2.14.C.LBL,13689304.5983,2998757.3275
2.14.D.LBL,13689277.1200,2998757.3275
2.14.E.LBL,13689249.6414,2998757.3275
2.14.F.LBL,13689222.1631,2998757.3275
2.14.G.DBL,13689195.3895,2998757.3275
2.14.H.LBL,13689168.6159,2998757.3275
2.14.I.LBL,13689141.1376,2998757.3275
2.14.J.LBL,13689113.6593,2998757.3275
2.14.K.LGR,13689086.1811,2998757.3275
2.14.L.LBL,13689062.0686,2998757.3275
2.15.A.LBL,13689352.8226,2998777.3274
2.15.B.LBL,13689332.0766,2998777.3274
2.15.C.LBL,13689304.5983,2998777.3274
2.15.D.LBL,13689277.1200,2998777.3274
2.15.E.LBL,13689249.6414,2998777.3274
2.15.F.LBL,13689222.1631,2998777.3274
