Pilecode,N,E
1.12.K.LBL,13691196.3592,3012367.3505
1.12.L.LBL,13691172.2471,3012367.3505
1.13.A.LBL,13691463.0011,3012387.3504
1.13.B.LBL,13691442.2548,3012387.3504
1.13.C.LBL,13691414.7765,3012387.3504
1.13.D.ORA,13691387.2982,3012387.3504
1.13.E.YEL,13691359.8199,3012387.3504
1.13.F.YEL,13691332.3416,3012387.3504
1.13.G.DBL,13691305.5680,3012387.3504
1.13.H.LBL,13691278.7945,3012387.3504
1.13.I.LBL,13691251.3162,3012387.3504
1.13.J.LBL,13691223.8375,3012387.3504
1.13.K.LBL,13691196.3592,3012387.3504
1.13.L.LBL,13691172.2471,3012387.3504
1.14.A.LBL,13691463.0011,3012407.3504
1.14.B.LBL,13691442.2548,3012407.3504
1.14.C.LBL,13691414.7765,3012407.3504
1.14.D.YEL,13691387.2982,3012407.3504
1.14.E.ORA,13691359.8199,3012407.3504
1.14.F.YEL,13691332.3416,3012407.3504
1.14.G.DBL,13691305.5680,3012407.3504
1.14.H.LBL,13691278.7945,3012407.3504
1.14.I.LBL,13691251.3162,3012407.3504
1.14.J.LBL,13691223.8375,3012407.3504
1.14.K.LBL,13691196.3592,3012407.3504
1.14.L.LBL,13691172.2471,3012407.3504
1.15.A.LBL,13691463.0011,3012427.3507
1.15.B.LBL,13691442.2548,3012427.3507
1.15.C.LBL,13691414.7765,3012427.3507
1.15.D.LBL,13691387.2982,3012427.3507
1.15.E.ORA,13691359.8199,3012427.3507
1.15.F.YEL,13691332.3416,3012427.3507
1.15.G.DBL,13691305.5680,3012427.3507
1.15.H.YEL,13691278.7945,3012427.3507
1.15.I.LBL,13691251.3162,3012427.3507
1.15.J.LBL,13691223.8375,3012427.3507
1.15.K.LBL,13691196.3592,3012427.3507
1.15.L.LBL,13691172.2471,3012427.3507
1.16.A.LBL,13691463.0011,3012447.3506
1.16.B.LBL,13691442.2548,3012447.3506
1.16.C.LBL,13691414.7765,3012447.3506
1.16.D.LBL,13691387.2982,3012447.3506
1.16.E.LBL,13691359.8199,3012447.3506
1.16.F.ORA,13691332.3416,3012447.3506
1.16.G.DBL,13691305.5680,3012447.3506
1.16.H.YEL,13691278.7945,3012447.3506
1.16.I.YEL,13691251.3162,3012447.3506
1.16.J.LBL,13691223.8375,3012447.3506
1.16.K.LBL,13691196.3592,3012447.3506
1.16.L.LBL,13691172.2471,3012447.3506
1.17.A.LBL,13691463.0011,3012467.3506
1.17.B.LBL,13691442.2548,3012467.3506
1.17.C.LBL,13691414.7765,3012467.3506
1.17.D.LBL,13691387.2982,3012467.3506
1.17.E.LBL,13691359.8199,3012467.3506
1.17.F.LBL,13691332.3416,3012467.3506
1.17.G.DBL,13691305.5680,3012467.3506
1.17.H.YEL,13691278.7945,3012467.3506
1.17.I.YEL,13691251.3162,3012467.3506
1.17.J.YEL,13691223.8375,3012467.3506
1.17.K.LBL,13691196.3592,3012467.3506
1.17.L.LBL,13691172.2471,3012467.3506
1.18.A.LBL,13691463.0011,3012487.3505
1.18.B.LBL,13691442.2548,3012487.3505
1.18.C.LBL,13691414.7765,3012487.3505
1.18.D.LBL,13691387.2982,3012487.3505
1.18.E.LBL,13691359.8199,3012487.3505
1.18.F.LBL,13691332.3416,3012487.3505
1.18.G.PNK,13691305.5680,3012487.3505
1.18.H.YEL,13691278.7945,3012487.3505
1.18.I.YEL,13691251.3162,3012487.3505
1.18.J.YEL,13691223.8375,3012487.3505
1.18.K.YEL,13691196.3592,3012487.3505
1.18.L.LBL,13691172.2471,3012487.3505
1.19.A.LBL,13691463.0011,3012507.3505
1.19.B.LBL,13691442.2548,3012507.3505
1.19.C.LBL,13691414.7765,3012507.3505
1.19.D.LBL,13691387.2982,3012507.3505
1.19.E.LBL,13691359.8199,3012507.3505
1.19.F.LBL,13691332.3416,3012507.3505
1.19.G.DBL,13691305.5680,3012507.3505
1.19.H.ORA,13691278.7945,3012507.3505
1.19.I.YEL,13691251.3162,3012507.3505
1.19.J.YEL,13691223.8375,3012507.3505
1.19.K.YEL,13691196.3592,3012507.3505
1.19.L.YEL,13691172.2471,3012507.3505
1.20.A.LBL,13691463.0011,3012527.3505
1.20.B.LBL,13691442.2548,3012527.3505
1.20.C.LBL,13691414.7765,3012527.3505
1.20.D.LBL,13691387.2982,3012527.3505
1.20.E.LBL,13691359.8199,3012527.3505
1.20.F.LBL,13691332.3416,3012527.3505
1.20.G.DBL,13691305.5680,3012527.3505
1.20.H.ORA,13691278.7945,3012527.3505
1.20.I.LBL,13691251.3162,3012527.3505
1.20.J.YEL,13691223.8375,3012527.3505
1.20.K.YEL,13691196.3592,3012527.3505
1.20.L.YEL,13691172.2471,3012527.3505
1.21.A.LBL,13691463.0011,3012547.3504
1.21.B.LBL,13691442.2548,3012547.3504
1.21.C.LBL,13691414.7765,3012547.3504
1.21.D.LBL,13691387.2982,3012547.3504
1.21.E.LBL,13691359.8199,3012547.3504
1.21.F.LBL,13691332.3416,3012547.3504
1.21.G.DBL,13691305.5680,3012547.3504
1.21.H.LBL,13691278.7945,3012547.3504
1.21.I.ORA,13691251.3162,3012547.3504
1.21.J.LBL,13691223.8375,3012547.3504
1.21.K.YEL,13691196.3592,3012547.3504
1.21.L.YEL,13691172.2471,3012547.3504
1.22.A.LBL,13691463.0011,3012567.3504
1.22.B.LBL,13691442.2548,3012567.3504
1.22.C.LBL,13691414.7765,3012567.3504
1.22.D.LBL,13691387.2982,3012567.3504
1.22.E.LBL,13691359.8199,3012567.3504
1.22.F.LBL,13691332.3416,3012567.3504
1.22.G.PNK,13691305.5680,3012567.3504
1.22.H.LBL,13691278.7945,3012567.3504
1.22.I.LBL,13691251.3162,3012567.3504
1.22.J.ORA,13691223.8375,3012567.3504
1.22.K.ORA,13691196.3592,3012567.3504
1.22.L.LBL,13691172.2471,3012567.3504
1.23.A.LBL,13691463.0011,3012587.3507
1.23.B.LBL,13691442.2548,3012587.3507
1.23.C.LBL,13691414.7765,3012587.3507
1.23.D.LBL,13691387.2982,3012587.3507
1.23.E.LBL,13691359.8199,3012587.3507
1.23.F.ORA,13691332.3416,3012587.3507
1.23.G.PNK,13691305.5680,3012587.3507
1.23.H.LBL,13691278.7945,3012587.3507
1.23.I.LBL,13691251.3162,3012587.3507
1.23.J.LBL,13691223.8375,3012587.3507
1.23.K.LBL,13691196.3592,3012587.3507
1.23.L.ORA,13691172.2471,3012587.3507
1.24.A.LBL,13691463.0011,3012607.3506
1.24.B.LBL,13691442.2548,3012607.3506
1.24.C.LBL,13691414.7765,3012607.3506
1.24.D.LBL,13691387.2982,3012607.3506
1.24.E.LBL,13691359.8199,3012607.3506
1.24.F.LBL,13691332.3416,3012607.3506
1.24.G.PNK,13691305.5680,3012607.3506
1.24.H.LBL,13691278.7945,3012607.3506
1.24.I.LBL,13691251.3162,3012607.3506
1.24.J.LBL,13691223.8375,3012607.3506
1.24.K.LBL,13691196.3592,3012607.3506
1.24.L.LBL,13691172.2471,3012607.3506
1.25.A.ORA,13691463.0011,3012627.3506
1.25.B.ORA,13691442.2548,3012627.3506
1.25.C.ORA,13691414.7765,3012627.3506
1.25.D.ORA,13691387.2982,3012627.3506
1.25.E.ORA,13691359.8199,3012627.3506
1.25.F.ORA,13691332.3416,3012627.3506
1.25.G.PNK,13691305.5680,3012627.3506
1.25.H.ORA,13691278.7945,3012627.3506
1.25.I.ORA,13691251.3162,3012627.3506
1.25.J.ORA,13691223.8375,3012627.3506
1.25.K.RED,13691196.3592,3012627.3506
1.25.L.ORA,13691172.2471,3012627.3506
1.26.A.ORA,13691463.0011,3012647.3505
1.26.B.ORA,13691442.2548,3012647.3505
1.26.C.ORA,13691414.7765,3012647.3505
1.26.D.ORA,13691387.2982,3012647.3505
1.26.E.LBL,13691359.8199,3012647.3505
1.26.F.LBL,13691332.3416,3012647.3505
1.26.G.PNK,13691305.5680,3012647.3505
1.26.H.ORA,13691278.7945,3012647.3505
1.26.I.ORA,13691251.3162,3012647.3505
1.26.J.ORA,13691223.8375,3012647.3505
1.26.K.BLK,13691196.3592,3012647.3505
1.26.L.ORA,13691172.2471,3012647.3505
1.27.A.ORA,13691463.0011,3012667.3505
1.27.B.ORA,13691442.2548,3012667.3505
1.27.C.ORA,13691414.7765,3012667.3505
1.27.D.ORA,13691387.2982,3012667.3505
1.27.E.ORA,13691359.8199,3012667.3505
1.27.F.ORA,13691332.3416,3012667.3505
1.27.G.PNK,13691305.5680,3012667.3505
1.27.H.ORA,13691278.7945,3012667.3505
1.27.I.ORA,13691251.3162,3012667.3505
1.27.J.ORA,13691223.8375,3012667.3505
1.27.K.BLK,13691196.3592,3012667.3505
1.27.L.ORA,13691172.2471,3012667.3505
1.28.A.ORA,13691463.0011,3012687.3505
1.28.B.ORA,13691442.2548,3012687.3505
1.28.C.ORA,13691414.7765,3012687.3505
1.28.D.ORA,13691387.2982,3012687.3505
1.28.E.ORA,13691359.8199,3012687.3505
1.28.F.ORA,13691332.3416,3012687.3505
1.28.G.PNK,13691305.5680,3012687.3505
1.28.H.ORA,13691278.7945,3012687.3505
1.28.I.ORA,13691251.3162,3012687.3505
1.28.J.ORA,13691223.8375,3012687.3505
1.28.K.BLK,13691196.3592,3012687.3505
1.28.L.ORA,13691172.2471,3012687.3505
1.29.A.ORA,13691463.0011,3012707.3504
1.29.B.ORA,13691442.2548,3012707.3504
1.29.C.ORA,13691414.7765,3012707.3504
1.29.D.ORA,13691387.2982,3012707.3504
1.29.E.LBL,13691359.8199,3012707.3504
1.29.F.LBL,13691332.3416,3012707.3504
1.29.G.PRP,13691305.5680,3012707.3504
1.29.H.ORA,13691278.7945,3012707.3504
1.29.I.ORA,13691251.3162,3012707.3504
1.29.J.ORA,13691223.8375,3012707.3504
1.29.K.BLK,13691196.3592,3012707.3504
1.29.L.ORA,13691172.2471,3012707.3504
1.30.A.LBL,13691463.0011,3012734.0138
1.30.B.LBL,13691442.2548,3012734.0138
1.30.C.LBL,13691414.7765,3012734.0138
1.30.D.LBL,13691387.2982,3012734.0138
1.30.E.LBL,13691359.8199,3012734.0138
1.30.F.LBL,13691332.3416,3012734.0138
1.30.G.PRP,13691305.5680,3012734.0138
1.30.H.LBL,13691278.7945,3012734.0138
1.30.I.LBL,13691251.3162,3012734.0138
1.30.J.LBL,13691223.8375,3012734.0138
1.30.K.BLK,13691196.3592,3012734.0138
1.30.L.LBL,13691172.2471,3012734.0138
1.31.A.LBL,13691463.0011,3012754.0140
1.31.B.LBL,13691442.2548,3012754.0140
1.31.C.LBL,13691414.7765,3012754.0140
1.31.D.LBL,13691387.2982,3012754.0140
1.31.E.LBL,13691359.8199,3012754.0140
1.31.F.LBL,13691332.3416,3012754.0140
1.31.G.DBL,13691305.5680,3012754.0140
1.31.H.LBL,13691278.7945,3012754.0140
1.31.I.LBL,13691251.3162,3012754.0140
1.31.J.LBL,13691223.8375,3012754.0140
1.31.K.LGR,13691196.3592,3012754.0140
1.31.L.LBL,13691172.2471,3012754.0140
1.32.A.LBL,13691463.0011,3012774.0140
1.32.B.LBL,13691442.2548,3012774.0140
1.32.C.LBL,13691414.7765,3012774.0140
1.32.D.LBL,13691387.2982,3012774.0140
1.32.E.LBL,13691359.8199,3012774.0140
1.32.F.LBL,13691332.3416,3012774.0140
1.32.G.DBL,13691305.5680,3012774.0140
1.32.H.LBL,13691278.7945,3012774.0140
1.32.I.LBL,13691251.3162,3012774.0140
1.32.J.LBL,13691223.8375,3012774.0140
1.32.K.LBL,13691196.3592,3012774.0140
1.32.L.LBL,13691172.2471,3012774.0140
1.33.A.LBL,13691463.0011,3012794.0140
1.33.B.LBL,13691442.2548,3012794.0140
1.33.C.LBL,13691414.7765,3012794.0140
1.33.D.LBL,13691387.2982,3012794.0140
1.33.E.LBL,13691359.8199,3012794.0140
1.33.F.LBL,13691332.3416,3012794.0140
1.33.G.DBL,13691305.5680,3012794.0140
1.33.H.LBL,13691278.7945,3012794.0140
1.33.I.LBL,13691251.3162,3012794.0140
1.33.J.LBL,13691223.8375,3012794.0140
1.33.K.LBL,13691196.3592,3012794.0140
1.33.L.LBL,13691172.2471,3012794.0140
1.34.A.LBL,13691463.0011,3012814.0139
1.34.B.LBL,13691442.2548,3012814.0139
1.34.C.LBL,13691414.7765,3012814.0139
1.34.D.LBL,13691387.2982,3012814.0139
1.34.E.LBL,13691359.8199,3012814.0139
1.34.F.LBL,13691332.3416,3012814.0139
1.34.G.DBL,13691305.5680,3012814.0139
1.34.H.LBL,13691278.7945,3012814.0139
1.34.I.LBL,13691251.3162,3012814.0139
1.34.J.LBL,13691223.8375,3012814.0139
1.34.K.LBL,13691196.3592,3012814.0139
1.34.L.LBL,13691172.2471,3012814.0139
1.35.A.LBL,13691463.0011,3012834.0139
1.35.B.LBL,13691442.2548,3012834.0139
1.35.C.LBL,13691414.7765,3012834.0139
1.35.D.LBL,13691387.2982,3012834.0139
1.35.E.LBL,13691359.8199,3012834.0139
1.35.F.LBL,13691332.3416,3012834.0139
1.35.G.DBL,13691305.5680,3012834.0139
1.35.H.LBL,13691278.7945,3012834.0139
1.35.I.LBL,13691251.3162,3012834.0139
1.35.J.LBL,13691223.8375,3012834.0139
1.35.K.LBL,13691196.3592,3012834.0139
1.35.L.LBL,13691172.2471,3012834.0139
1.36.A.LBL,13691463.0011,3012854.0138
1.36.B.LBL,13691442.2548,3012854.0138
1.36.C.LBL,13691414.7765,3012854.0138
1.36.D.LBL,13691387.2982,3012854.0138
1.36.E.LBL,13691359.8199,3012854.0138
1.36.F.LBL,13691332.3416,3012854.0138
1.36.G.DBL,13691305.5680,3012854.0138
1.36.H.LBL,13691278.7945,3012854.0138
1.36.I.LBL,13691251.3162,3012854.0138
1.36.J.LBL,13691223.8375,3012854.0138
1.36.K.LBL,13691196.3592,3012854.0138
1.36.L.LBL,13691172.2471,3012854.0138
1.37.A.LBL,13691463.0011,3012874.0138
1.37.B.LBL,13691442.2548,3012874.0138
1.37.C.LBL,13691414.7765,3012874.0138
1.37.D.LBL,13691387.2982,3012874.0138
1.37.E.LBL,13691359.8199,3012874.0138
1.37.F.LBL,13691332.3416,3012874.0138
1.37.G.PNK,13691305.5680,3012874.0138
1.37.H.LBL,13691278.7945,3012874.0138
1.37.I.LBL,13691251.3162,3012874.0138
1.37.J.LBL,13691223.8375,3012874.0138
1.37.K.LBL,13691196.3592,3012874.0138
1.37.L.LBL,13691172.2471,3012874.0138
1.38.A.LBL,13691463.0011,3012894.0138
1.38.B.LBL,13691442.2548,3012894.0138
1.38.C.LBL,13691414.7765,3012894.0138
1.38.D.LBL,13691387.2982,3012894.0138
1.38.E.LBL,13691359.8199,3012894.0138
1.38.F.LBL,13691332.3416,3012894.0138
1.38.G.DBL,13691305.5680,3012894.0138
1.38.H.LBL,13691278.7945,3012894.0138
1.38.I.LBL,13691251.3162,3012894.0138
1.38.J.LBL,13691223.8375,3012894.0138
1.38.K.LBL,13691196.3592,3012894.0138
1.38.L.LBL,13691172.2471,3012894.0138
1.39.A.LBL,13691463.0011,3012914.0141
1.39.B.LBL,13691442.2548,3012914.0141
1.39.C.LBL,13691414.7765,3012914.0141
1.39.D.LBL,13691387.2982,3012914.0141
1.39.E.LBL,13691359.8199,3012914.0141
1.39.F.LBL,13691332.3416,3012914.0141
1.39.G.DBL,13691305.5680,3012914.0141
1.39.H.LBL,13691278.7945,3012914.0141
1.39.I.LBL,13691251.3162,3012914.0141
1.39.J.LBL,13691223.8375,3012914.0141
1.39.K.LBL,13691196.3592,3012914.0141
1.39.L.LBL,13691172.2471,3012914.0141
1.40.A.LBL,13691463.0011,3012934.0140
1.40.B.LBL,13691442.2548,3012934.0140
1.40.C.LBL,13691414.7765,3012934.0140
1.40.D.LBL,13691387.2982,3012934.0140
1.40.E.LBL,13691359.8199,3012934.0140
1.40.F.LBL,13691332.3416,3012934.0140
1.40.G.DBL,13691305.5680,3012934.0140
1.40.H.LBL,13691278.7945,3012934.0140
1.40.I.LBL,13691251.3162,3012934.0140
1.40.J.LBL,13691223.8375,3012934.0140
1.40.K.LBL,13691196.3592,3012934.0140
1.40.L.LBL,13691172.2471,3012934.0140
1.41.A.LBL,13691463.0011,3012954.0140
1.41.B.LBL,13691442.2548,3012954.0140
1.41.C.LBL,13691414.7765,3012954.0140
1.41.D.LBL,13691387.2982,3012954.0140
1.41.E.LBL,13691359.8199,3012954.0140
1.41.F.LBL,13691332.3416,3012954.0140
1.41.G.DBL,13691305.5680,3012954.0140
1.41.H.LBL,13691278.7945,3012954.0140
1.41.I.LBL,13691251.3162,3012954.0140
1.41.J.LBL,13691223.8375,3012954.0140
1.41.K.LBL,13691196.3592,3012954.0140
1.41.L.LBL,13691172.2471,3012954.0140
1.42.A.LBL,13691463.0011,3012974.0139
1.42.B.LBL,13691442.2548,3012974.0139
1.42.C.LBL,13691414.7765,3012974.0139
1.42.D.LBL,13691387.2982,3012974.0139
1.42.E.LBL,13691359.8199,3012974.0139
1.42.F.LBL,13691332.3416,3012974.0139
1.42.G.PNK,13691305.5680,3012974.0139
1.42.H.LBL,13691278.7945,3012974.0139
1.42.I.LBL,13691251.3162,3012974.0139
1.42.J.LBL,13691223.8375,3012974.0139
1.42.K.LBL,13691196.3592,3012974.0139
1.42.L.LBL,13691172.2471,3012974.0139
1.43.A.LBL,13691463.0011,3012994.0139
1.43.B.LBL,13691442.2548,3012994.0139
1.43.C.LBL,13691414.7765,3012994.0139
1.43.D.LBL,13691387.2982,3012994.0139
1.43.E.LBL,13691359.8199,3012994.0139
1.43.F.LBL,13691332.3416,3012994.0139
1.43.G.PNK,13691305.5680,3012994.0139
1.43.H.LBL,13691278.7945,3012994.0139
1.43.I.LBL,13691251.3162,3012994.0139
1.43.J.ORA,13691223.8375,3012994.0139
1.43.K.LBL,13691196.3592,3012994.0139
1.43.L.LBL,13691172.2471,3012994.0139
1.44.A.LBL,13691463.0011,3013014.0139
1.44.B.ORA,13691442.2548,3013014.0139
1.44.C.ORA,13691414.7765,3013014.0139
1.44.D.ORA,13691387.2982,3013014.0139
1.44.E.LBL,13691359.8199,3013014.0139
1.44.F.LBL,13691332.3416,3013014.0139
1.44.G.PNK,13691305.5680,3013014.0139
1.44.H.LBL,13691278.7945,3013014.0139
1.44.I.LBL,13691251.3162,3013014.0139
1.44.J.LBL,13691223.8375,3013014.0139
1.44.K.LBL,13691196.3592,3013014.0139
1.44.L.LBL,13691172.2471,3013014.0139
1.45.A.LBL,13691463.0011,3013034.0138
1.45.B.LBL,13691442.2548,3013034.0138
1.45.C.ORA,13691414.7765,3013034.0138
1.45.D.ORA,13691387.2982,3013034.0138
1.45.E.LBL,13691359.8199,3013034.0138
1.45.F.LBL,13691332.3416,3013034.0138
1.45.G.DBL,13691305.5680,3013034.0138
1.45.H.LBL,13691278.7945,3013034.0138
1.45.I.LBL,13691251.3162,3013034.0138
1.45.J.LBL,13691223.8375,3013034.0138
1.45.K.LBL,13691196.3592,3013034.0138
1.45.L.LBL,13691172.2471,3013034.0138
1.46.A.LBL,13691463.0011,3013054.0138
1.46.B.LBL,13691442.2548,3013054.0138
1.46.C.LBL,13691414.7765,3013054.0138
1.46.D.LBL,13691387.2982,3013054.0138
1.46.E.LBL,13691359.8199,3013054.0138
1.46.F.LBL,13691332.3416,3013054.0138
1.46.G.DBL,13691305.5680,3013054.0138
1.46.H.LBL,13691278.7945,3013054.0138
1.46.I.LBL,13691251.3162,3013054.0138
1.46.J.LBL,13691223.8375,3013054.0138
1.46.K.LBL,13691196.3592,3013054.0138
1.46.L.LBL,13691172.2471,3013054.0138
1.47.A.LBL,13691463.0011,3013074.0141
1.47.B.LBL,13691442.2548,3013074.0141
1.47.C.LBL,13691414.7765,3013074.0141
1.47.D.LBL,13691387.2982,3013074.0141
1.47.E.LBL,13691359.8199,3013074.0141
1.47.F.LBL,13691332.3416,3013074.0141
1.47.G.PRP,13691305.5680,3013074.0141
1.47.H.LBL,13691278.7945,3013074.0141
1.47.I.LBL,13691251.3162,3013074.0141
1.47.J.LBL,13691223.8375,3013074.0141
1.47.K.LBL,13691196.3592,3013074.0141
1.47.L.LBL,13691172.2471,3013074.0141
2.1.A.LBL,13691143.7393,3012147.3506
2.1.B.LBL,13691122.9933,3012147.3506
2.1.C.LBL,13691095.5150,3012147.3506
2.1.D.LBL,13691068.0363,3012147.3506
2.1.E.LBL,13691040.5580,3012147.3506
2.1.F.LBL,13691013.0798,3012147.3506
2.1.G.PRP,13690986.3062,3012147.3506
2.1.H.LBL,13690959.5326,3012147.3506
2.1.I.LBL,13690932.0543,3012147.3506
2.1.J.LBL,13690904.5760,3012147.3506
2.1.K.LBL,13690877.0974,3012147.3506
2.1.L.LBL,13690852.9853,3012147.3506
2.2.A.LBL,13691143.7393,3012167.3505
2.2.B.LBL,13691122.9933,3012167.3505
2.2.C.LBL,13691095.5150,3012167.3505
2.2.D.LBL,13691068.0363,3012167.3505
2.2.E.LBL,13691040.5580,3012167.3505
2.2.F.LBL,13691013.0798,3012167.3505
