Pilecode,N,E
1.26.E.YEL,13692123.7275,3007116.2205
1.26.F.YEL,13692096.2492,3007116.2205
1.26.G.DBL,13692069.4756,3007116.2205
1.26.H.YEL,13692042.7020,3007116.2205
1.26.I.YEL,13692015.2238,3007116.2205
1.26.J.YEL,13691987.7455,3007116.2205
1.26.K.YEL,13691960.2668,3007116.2205
1.26.L.YEL,13691936.1547,3007116.2205
1.27.A.YEL,13692226.9087,3007136.2205
1.27.B.LGR,13692206.1623,3007136.2205
1.27.C.YEL,13692178.6841,3007136.2205
1.27.D.YEL,13692151.2058,3007136.2205
1.27.E.YEL,13692123.7275,3007136.2205
1.27.F.YEL,13692096.2492,3007136.2205
1.27.G.DBL,13692069.4756,3007136.2205
1.27.H.YEL,13692042.7020,3007136.2205
1.27.I.YEL,13692015.2238,3007136.2205
1.27.J.YEL,13691987.7455,3007136.2205
1.27.K.YEL,13691960.2668,3007136.2205
1.27.L.YEL,13691936.1547,3007136.2205
1.28.A.YEL,13692226.9087,3007156.2205
1.28.B.LGR,13692206.1623,3007156.2205
1.28.C.YEL,13692178.6841,3007156.2205
1.28.D.YEL,13692151.2058,3007156.2205
1.28.E.YEL,13692123.7275,3007156.2205
1.28.F.YEL,13692096.2492,3007156.2205
1.28.G.DBL,13692069.4756,3007156.2205
1.28.H.YEL,13692042.7020,3007156.2205
1.28.I.YEL,13692015.2238,3007156.2205
1.28.J.YEL,13691987.7455,3007156.2205
1.28.K.YEL,13691960.2668,3007156.2205
1.28.L.YEL,13691936.1547,3007156.2205
1.29.A.YEL,13692226.9087,3007176.2204
1.29.B.LGR,13692206.1623,3007176.2204
1.29.C.YEL,13692178.6841,3007176.2204
1.29.D.YEL,13692151.2058,3007176.2204
1.29.E.YEL,13692123.7275,3007176.2204
1.29.F.YEL,13692096.2492,3007176.2204
1.29.G.DBL,13692069.4756,3007176.2204
1.29.H.YEL,13692042.7020,3007176.2204
1.29.I.YEL,13692015.2238,3007176.2204
1.29.J.YEL,13691987.7455,3007176.2204
1.29.K.YEL,13691960.2668,3007176.2204
1.29.L.YEL,13691936.1547,3007176.2204
1.30.A.YEL,13692226.9087,3007196.2204
1.30.B.LGR,13692206.1623,3007196.2204
1.30.C.YEL,13692178.6841,3007196.2204
1.30.D.YEL,13692151.2058,3007196.2204
1.30.E.YEL,13692123.7275,3007196.2204
1.30.F.YEL,13692096.2492,3007196.2204
1.30.G.DBL,13692069.4756,3007196.2204
1.30.H.YEL,13692042.7020,3007196.2204
1.30.I.YEL,13692015.2238,3007196.2204
1.30.J.YEL,13691987.7455,3007196.2204
1.30.K.YEL,13691960.2668,3007196.2204
1.30.L.YEL,13691936.1547,3007196.2204
1.31.A.YEL,13692226.9087,3007216.2207
1.31.B.LGR,13692206.1623,3007216.2207
1.31.C.YEL,13692178.6841,3007216.2207
1.31.D.YEL,13692151.2058,3007216.2207
1.31.E.YEL,13692123.7275,3007216.2207
1.31.F.YEL,13692096.2492,3007216.2207
1.31.G.DBL,13692069.4756,3007216.2207
1.31.H.YEL,13692042.7020,3007216.2207
1.31.I.YEL,13692015.2238,3007216.2207
1.31.J.YEL,13691987.7455,3007216.2207
1.31.K.YEL,13691960.2668,3007216.2207
1.31.L.LBL,13691936.1547,3007216.2207
1.32.A.YEL,13692226.9087,3007236.2206
1.32.B.LGR,13692206.1623,3007236.2206
1.32.C.YEL,13692178.6841,3007236.2206
1.32.D.YEL,13692151.2058,3007236.2206
1.32.E.YEL,13692123.7275,3007236.2206
1.32.F.YEL,13692096.2492,3007236.2206
1.32.G.DBL,13692069.4756,3007236.2206
1.32.H.YEL,13692042.7020,3007236.2206
1.32.I.LBL,13692015.2238,3007236.2206
1.32.J.LBL,13691987.7455,3007236.2206
1.32.K.LBL,13691960.2668,3007236.2206
1.32.L.LBL,13691936.1547,3007236.2206
1.33.A.LBL,13692226.9087,3007256.2206
1.33.B.LGR,13692206.1623,3007256.2206
1.33.C.LBL,13692178.6841,3007256.2206
1.33.D.LBL,13692151.2058,3007256.2206
1.33.E.LBL,13692123.7275,3007256.2206
1.33.F.YEL,13692096.2492,3007256.2206
1.33.G.DBL,13692069.4756,3007256.2206
1.33.H.LBL,13692042.7020,3007256.2206
1.33.I.LBL,13692015.2238,3007256.2206
1.33.J.LBL,13691987.7455,3007256.2206
1.33.K.LBL,13691960.2668,3007256.2206
1.33.L.LBL,13691936.1547,3007256.2206
1.34.A.LBL,13692226.9087,3007276.2205
1.34.B.LGR,13692206.1623,3007276.2205
1.34.C.LBL,13692178.6841,3007276.2205
1.34.D.LBL,13692151.2058,3007276.2205
1.34.E.LBL,13692123.7275,3007276.2205
1.34.F.LBL,13692096.2492,3007276.2205
1.34.G.DBL,13692069.4756,3007276.2205
1.34.H.LBL,13692042.7020,3007276.2205
1.34.I.LBL,13692015.2238,3007276.2205
1.34.J.LBL,13691987.7455,3007276.2205
1.34.K.LBL,13691960.2668,3007276.2205
1.34.L.LBL,13691936.1547,3007276.2205
1.35.A.LBL,13692226.9087,3007296.2205
1.35.B.LGR,13692206.1623,3007296.2205
1.35.C.LBL,13692178.6841,3007296.2205
1.35.D.LBL,13692151.2058,3007296.2205
1.35.E.LBL,13692123.7275,3007296.2205
1.35.F.LBL,13692096.2492,3007296.2205
1.35.G.DBL,13692069.4756,3007296.2205
1.35.H.LBL,13692042.7020,3007296.2205
1.35.I.LBL,13692015.2238,3007296.2205
1.35.J.LBL,13691987.7455,3007296.2205
1.35.K.LBL,13691960.2668,3007296.2205
1.35.L.LBL,13691936.1547,3007296.2205
1.36.A.LBL,13692226.9087,3007316.2205
1.36.B.LGR,13692206.1623,3007316.2205
1.36.C.LBL,13692178.6841,3007316.2205
1.36.D.LBL,13692151.2058,3007316.2205
1.36.E.LBL,13692123.7275,3007316.2205
1.36.F.LBL,13692096.2492,3007316.2205
1.36.G.DBL,13692069.4756,3007316.2205
1.36.H.LBL,13692042.7020,3007316.2205
1.36.I.LBL,13692015.2238,3007316.2205
1.36.J.LBL,13691987.7455,3007316.2205
1.36.K.LBL,13691960.2668,3007316.2205
1.36.L.LBL,13691936.1547,3007316.2205
1.37.A.LBL,13692226.9087,3007336.2204
1.37.B.LGR,13692206.1623,3007336.2204
1.37.C.LBL,13692178.6841,3007336.2204
1.37.D.LBL,13692151.2058,3007336.2204
1.37.E.LBL,13692123.7275,3007336.2204
1.37.F.LBL,13692096.2492,3007336.2204
1.37.G.DBL,13692069.4756,3007336.2204
1.37.H.LBL,13692042.7020,3007336.2204
1.37.I.LBL,13692015.2238,3007336.2204
1.37.J.LBL,13691987.7455,3007336.2204
1.37.K.LBL,13691960.2668,3007336.2204
1.37.L.LBL,13691936.1547,3007336.2204
1.38.A.LBL,13692226.9087,3007356.2204
1.38.B.LGR,13692206.1623,3007356.2204
1.38.C.LBL,13692178.6841,3007356.2204
1.38.D.YEL,13692151.2058,3007356.2204
1.38.E.LBL,13692123.7275,3007356.2204
1.38.F.LBL,13692096.2492,3007356.2204
1.38.G.DBL,13692069.4756,3007356.2204
1.38.H.LBL,13692042.7020,3007356.2204
1.38.I.LBL,13692015.2238,3007356.2204
1.38.J.LBL,13691987.7455,3007356.2204
1.38.K.LBL,13691960.2668,3007356.2204
1.38.L.LBL,13691936.1547,3007356.2204
1.39.A.LBL,13692226.9087,3007376.2203
1.39.B.LGR,13692206.1623,3007376.2203
1.39.C.LBL,13692178.6841,3007376.2203
1.39.D.YEL,13692151.2058,3007376.2203
1.39.E.YEL,13692123.7275,3007376.2203
1.39.F.LBL,13692096.2492,3007376.2203
1.39.G.DBL,13692069.4756,3007376.2203
1.39.H.LBL,13692042.7020,3007376.2203
1.39.I.LBL,13692015.2238,3007376.2203
1.39.J.LBL,13691987.7455,3007376.2203
1.39.K.LBL,13691960.2668,3007376.2203
1.39.L.LBL,13691936.1547,3007376.2203
1.40.A.LBL,13692226.9087,3007396.2206
1.40.B.LGR,13692206.1623,3007396.2206
1.40.C.YEL,13692178.6841,3007396.2206
1.40.D.YEL,13692151.2058,3007396.2206
1.40.E.YEL,13692123.7275,3007396.2206
1.40.F.YEL,13692096.2492,3007396.2206
1.40.G.DBL,13692069.4756,3007396.2206
1.40.H.LBL,13692042.7020,3007396.2206
1.40.I.LBL,13692015.2238,3007396.2206
1.40.J.LBL,13691987.7455,3007396.2206
1.40.K.LBL,13691960.2668,3007396.2206
1.40.L.LBL,13691936.1547,3007396.2206
1.41.A.LBL,13692226.9087,3007416.2206
1.41.B.LGR,13692206.1623,3007416.2206
1.41.C.YEL,13692178.6841,3007416.2206
1.41.D.YEL,13692151.2058,3007416.2206
1.41.E.YEL,13692123.7275,3007416.2206
1.41.F.YEL,13692096.2492,3007416.2206
1.41.G.DBL,13692069.4756,3007416.2206
1.41.H.YEL,13692042.7020,3007416.2206
1.41.I.LBL,13692015.2238,3007416.2206
1.41.J.LBL,13691987.7455,3007416.2206
1.41.K.LBL,13691960.2668,3007416.2206
1.41.L.LBL,13691936.1547,3007416.2206
1.42.A.LBL,13692226.9087,3007436.2205
1.42.B.LGR,13692206.1623,3007436.2205
1.42.C.YEL,13692178.6841,3007436.2205
1.42.D.YEL,13692151.2058,3007436.2205
1.42.E.YEL,13692123.7275,3007436.2205
1.42.F.YEL,13692096.2492,3007436.2205
1.42.G.DBL,13692069.4756,3007436.2205
1.42.H.YEL,13692042.7020,3007436.2205
1.42.I.LBL,13692015.2238,3007436.2205
1.42.J.LBL,13691987.7455,3007436.2205
1.42.K.LBL,13691960.2668,3007436.2205
1.42.L.LBL,13691936.1547,3007436.2205
1.43.A.LBL,13692226.9087,3007456.2205
1.43.B.LGR,13692206.1623,3007456.2205
1.43.C.YEL,13692178.6841,3007456.2205
1.43.D.YEL,13692151.2058,3007456.2205
1.43.E.YEL,13692123.7275,3007456.2205
1.43.F.YEL,13692096.2492,3007456.2205
1.43.G.DBL,13692069.4756,3007456.2205
1.43.H.YEL,13692042.7020,3007456.2205
1.43.I.LBL,13692015.2238,3007456.2205
1.43.J.LBL,13691987.7455,3007456.2205
1.43.K.LBL,13691960.2668,3007456.2205
1.43.L.LBL,13691936.1547,3007456.2205
1.44.A.YEL,13692226.9087,3007476.2205
1.44.B.LGR,13692206.1623,3007476.2205
1.44.C.YEL,13692178.6841,3007476.2205
1.44.D.YEL,13692151.2058,3007476.2205
1.44.E.YEL,13692123.7275,3007476.2205
1.44.F.YEL,13692096.2492,3007476.2205
1.44.G.DBL,13692069.4756,3007476.2205
1.44.H.LBL,13692042.7020,3007476.2205
1.44.I.LBL,13692015.2238,3007476.2205
1.44.J.LBL,13691987.7455,3007476.2205
1.44.K.LBL,13691960.2668,3007476.2205
1.44.L.LBL,13691936.1547,3007476.2205
1.45.A.LBL,13692226.9087,3007496.2204
1.45.B.LGR,13692206.1623,3007496.2204
1.45.C.YEL,13692178.6841,3007496.2204
1.45.D.YEL,13692151.2058,3007496.2204
1.45.E.YEL,13692123.7275,3007496.2204
1.45.F.YEL,13692096.2492,3007496.2204
1.45.G.DBL,13692069.4756,3007496.2204
1.45.H.LBL,13692042.7020,3007496.2204
1.45.I.LBL,13692015.2238,3007496.2204
1.45.J.LBL,13691987.7455,3007496.2204
1.45.K.LBL,13691960.2668,3007496.2204
1.45.L.LBL,13691936.1547,3007496.2204
1.46.A.YEL,13692226.9087,3007516.2204
1.46.B.LGR,13692206.1623,3007516.2204
1.46.C.YEL,13692178.6841,3007516.2204
1.46.D.YEL,13692151.2058,3007516.2204
1.46.E.YEL,13692123.7275,3007516.2204
1.46.F.YEL,13692096.2492,3007516.2204
1.46.G.DBL,13692069.4756,3007516.2204
1.46.H.YEL,13692042.7020,3007516.2204
1.46.I.LBL,13692015.2238,3007516.2204
1.46.J.LBL,13691987.7455,3007516.2204
1.46.K.LBL,13691960.2668,3007516.2204
1.46.L.LBL,13691936.1547,3007516.2204
1.47.A.YEL,13692226.9087,3007536.2203
1.47.B.LGR,13692206.1623,3007536.2203
1.47.C.YEL,13692178.6841,3007536.2203
1.47.D.YEL,13692151.2058,3007536.2203
1.47.E.YEL,13692123.7275,3007536.2203
1.47.F.YEL,13692096.2492,3007536.2203
1.47.G.DBL,13692069.4756,3007536.2203
1.47.H.YEL,13692042.7020,3007536.2203
1.47.I.LBL,13692015.2238,3007536.2203
1.47.J.LBL,13691987.7455,3007536.2203
1.47.K.LBL,13691960.2668,3007536.2203
1.47.L.LBL,13691936.1547,3007536.2203
1.48.A.YEL,13692226.9087,3007556.2206
1.48.B.LGR,13692206.1623,3007556.2206
1.48.C.YEL,13692178.6841,3007556.2206
1.48.D.YEL,13692151.2058,3007556.2206
1.48.E.YEL,13692123.7275,3007556.2206
1.48.F.YEL,13692096.2492,3007556.2206
1.48.G.DBL,13692069.4756,3007556.2206
1.48.H.YEL,13692042.7020,3007556.2206
1.48.I.LBL,13692015.2238,3007556.2206
1.48.J.LBL,13691987.7455,3007556.2206
1.48.K.LBL,13691960.2668,3007556.2206
1.48.L.LBL,13691936.1547,3007556.2206
1.49.A.YEL,13692226.9087,3007576.2206
1.49.B.LGR,13692206.1623,3007576.2206
1.49.C.YEL,13692178.6841,3007576.2206
1.49.D.YEL,13692151.2058,3007576.2206
1.49.E.YEL,13692123.7275,3007576.2206
1.49.F.YEL,13692096.2492,3007576.2206
1.49.G.DBL,13692069.4756,3007576.2206
1.49.H.YEL,13692042.7020,3007576.2206
1.49.I.LBL,13692015.2238,3007576.2206
1.49.J.LBL,13691987.7455,3007576.2206
1.49.K.LBL,13691960.2668,3007576.2206
1.49.L.LBL,13691936.1547,3007576.2206
1.50.A.YEL,13692226.9087,3007596.2206
1.50.B.LGR,13692206.1623,3007596.2206
1.50.C.YEL,13692178.6841,3007596.2206
1.50.D.YEL,13692151.2058,3007596.2206
1.50.E.YEL,13692123.7275,3007596.2206
1.50.F.YEL,13692096.2492,3007596.2206
1.50.G.DBL,13692069.4756,3007596.2206
1.50.H.YEL,13692042.7020,3007596.2206
1.50.I.LBL,13692015.2238,3007596.2206
1.50.J.LBL,13691987.7455,3007596.2206
1.50.K.LBL,13691960.2668,3007596.2206
1.50.L.LBL,13691936.1547,3007596.2206
1.51.A.YEL,13692226.9087,3007616.2205
1.51.B.LGR,13692206.1623,3007616.2205
1.51.C.YEL,13692178.6841,3007616.2205
1.51.D.YEL,13692151.2058,3007616.2205
1.51.E.YEL,13692123.7275,3007616.2205
1.51.F.YEL,13692096.2492,3007616.2205
1.51.G.DBL,13692069.4756,3007616.2205
1.51.H.YEL,13692042.7020,3007616.2205
1.51.I.LBL,13692015.2238,3007616.2205
1.51.J.LBL,13691987.7455,3007616.2205
1.51.K.LBL,13691960.2668,3007616.2205
1.51.L.LBL,13691936.1547,3007616.2205
1.52.A.RED,13692226.9087,3007636.2205
1.52.B.RED,13692206.1623,3007636.2205
1.52.C.RED,13692178.6841,3007636.2205
1.52.D.RED,13692151.2058,3007636.2205
1.52.E.RED,13692123.7275,3007636.2205
1.52.F.RED,13692096.2492,3007636.2205
1.52.G.BRO,13692069.4756,3007636.2205
1.52.H.RED,13692042.7020,3007636.2205
1.52.I.RED,13692015.2238,3007636.2205
1.52.J.WHT,13691987.7455,3007636.2205
1.52.K.RED,13691960.2668,3007636.2205
1.52.L.WHT,13691936.1547,3007636.2205
1.53.A.RED,13692226.9087,3007656.2204
1.53.B.RED,13692206.1623,3007656.2204
1.53.C.RED,13692178.6841,3007656.2204
1.53.D.RED,13692151.2058,3007656.2204
1.53.E.RED,13692123.7275,3007656.2204
1.53.F.RED,13692096.2492,3007656.2204
1.53.G.PRP,13692069.4756,3007656.2204
1.53.H.RED,13692042.7020,3007656.2204
1.53.I.RED,13692015.2238,3007656.2204
1.53.J.WHT,13691987.7455,3007656.2204
1.53.K.WHT,13691960.2668,3007656.2204
1.53.L.WHT,13691936.1547,3007656.2204
2.1.A.YEL,13691907.6469,3006609.5572
2.1.B.YEL,13691886.9008,3006609.5572
2.1.C.YEL,13691859.4226,3006609.5572
2.1.D.YEL,13691831.9443,3006609.5572
2.1.E.YEL,13691804.4656,3006609.5572
2.1.F.YEL,13691776.9874,3006609.5572
2.1.G.PRP,13691750.2138,3006609.5572
2.1.H.YEL,13691723.4402,3006609.5572
2.1.I.YEL,13691695.9619,3006609.5572
2.1.J.YEL,13691668.4836,3006609.5572
2.1.K.YEL,13691641.0050,3006609.5572
2.1.L.YEL,13691616.8929,3006609.5572
2.2.A.YEL,13691907.6469,3006629.5571
2.2.B.YEL,13691886.9008,3006629.5571
2.2.C.YEL,13691859.4226,3006629.5571
2.2.D.YEL,13691831.9443,3006629.5571
2.2.E.YEL,13691804.4656,3006629.5571
2.2.F.YEL,13691776.9874,3006629.5571
2.2.G.DBL,13691750.2138,3006629.5571
2.2.H.YEL,13691723.4402,3006629.5571
2.2.I.YEL,13691695.9619,3006629.5571
2.2.J.YEL,13691668.4836,3006629.5571
2.2.K.YEL,13691641.0050,3006629.5571
2.2.L.YEL,13691616.8929,3006629.5571
2.3.A.YEL,13691907.6469,3006649.5571
2.3.B.YEL,13691886.9008,3006649.5571
2.3.C.YEL,13691859.4226,3006649.5571
2.3.D.YEL,13691831.9443,3006649.5571
2.3.E.YEL,13691804.4656,3006649.5571
2.3.F.YEL,13691776.9874,3006649.5571
2.3.G.DBL,13691750.2138,3006649.5571
2.3.H.YEL,13691723.4402,3006649.5571
2.3.I.YEL,13691695.9619,3006649.5571
2.3.J.YEL,13691668.4836,3006649.5571
2.3.K.YEL,13691641.0050,3006649.5571
2.3.L.YEL,13691616.8929,3006649.5571
2.4.A.YEL,13691907.6469,3006669.5571
2.4.B.YEL,13691886.9008,3006669.5571
2.4.C.YEL,13691859.4226,3006669.5571
2.4.D.YEL,13691831.9443,3006669.5571
2.4.E.YEL,13691804.4656,3006669.5571
2.4.F.YEL,13691776.9874,3006669.5571
2.4.G.DBL,13691750.2138,3006669.5571
2.4.H.YEL,13691723.4402,3006669.5571
2.4.I.YEL,13691695.9619,3006669.5571
2.4.J.YEL,13691668.4836,3006669.5571
2.4.K.YEL,13691641.0050,3006669.5571
2.4.L.YEL,13691616.8929,3006669.5571
2.5.A.YEL,13691907.6469,3006689.5570
2.5.B.YEL,13691886.9008,3006689.5570
2.5.C.YEL,13691859.4226,3006689.5570
2.5.D.YEL,13691831.9443,3006689.5570
2.5.E.YEL,13691804.4656,3006689.5570
2.5.F.YEL,13691776.9874,3006689.5570
2.5.G.DBL,13691750.2138,3006689.5570
2.5.H.YEL,13691723.4402,3006689.5570
2.5.I.YEL,13691695.9619,3006689.5570
2.5.J.YEL,13691668.4836,3006689.5570
2.5.K.YEL,13691641.0050,3006689.5570
2.5.L.YEL,13691616.8929,3006689.5570
2.6.A.YEL,13691907.6469,3006709.5570
2.6.B.YEL,13691886.9008,3006709.5570
2.6.C.YEL,13691859.4226,3006709.5570
2.6.D.YEL,13691831.9443,3006709.5570
2.6.E.YEL,13691804.4656,3006709.5570
2.6.F.YEL,13691776.9874,3006709.5570
2.6.G.DBL,13691750.2138,3006709.5570
2.6.H.YEL,13691723.4402,3006709.5570
2.6.I.YEL,13691695.9619,3006709.5570
2.6.J.YEL,13691668.4836,3006709.5570
2.6.K.YEL,13691641.0050,3006709.5570
2.6.L.YEL,13691616.8929,3006709.5570
2.7.A.YEL,13691907.6469,3006729.5573
2.7.B.YEL,13691886.9008,3006729.5573
2.7.C.YEL,13691859.4226,3006729.5573
2.7.D.YEL,13691831.9443,3006729.5573
2.7.E.YEL,13691804.4656,3006729.5573
2.7.F.YEL,13691776.9874,3006729.5573
2.7.G.DBL,13691750.2138,3006729.5573
2.7.H.YEL,13691723.4402,3006729.5573
2.7.I.YEL,13691695.9619,3006729.5573
2.7.J.YEL,13691668.4836,3006729.5573
2.7.K.YEL,13691641.0050,3006729.5573
2.7.L.YEL,13691616.8929,3006729.5573
2.8.A.YEL,13691907.6469,3006749.5572
2.8.B.YEL,13691886.9008,3006749.5572
2.8.C.YEL,13691859.4226,3006749.5572
2.8.D.YEL,13691831.9443,3006749.5572
2.8.E.YEL,13691804.4656,3006749.5572
2.8.F.YEL,13691776.9874,3006749.5572
2.8.G.DBL,13691750.2138,3006749.5572
2.8.H.YEL,13691723.4402,3006749.5572
2.8.I.YEL,13691695.9619,3006749.5572
2.8.J.YEL,13691668.4836,3006749.5572
2.8.K.YEL,13691641.0050,3006749.5572
2.8.L.YEL,13691616.8929,3006749.5572
2.9.A.YEL,13691907.6469,3006769.5572
2.9.B.YEL,13691886.9008,3006769.5572
2.9.C.YEL,13691859.4226,3006769.5572
2.9.D.YEL,13691831.9443,3006769.5572
2.9.E.YEL,13691804.4656,3006769.5572
2.9.F.YEL,13691776.9874,3006769.5572
2.9.G.DBL,13691750.2138,3006769.5572
2.9.H.YEL,13691723.4402,3006769.5572
2.9.I.YEL,13691695.9619,3006769.5572
2.9.J.YEL,13691668.4836,3006769.5572
2.9.K.YEL,13691641.0050,3006769.5572
2.9.L.YEL,13691616.8929,3006769.5572
2.10.A.YEL,13691907.6469,3006789.5571
2.10.B.YEL,13691886.9008,3006789.5571
2.10.C.YEL,13691859.4226,3006789.5571
2.10.D.YEL,13691831.9443,3006789.5571
2.10.E.YEL,13691804.4656,3006789.5571
2.10.F.YEL,13691776.9874,3006789.5571
2.10.G.DBL,13691750.2138,3006789.5571
2.10.H.YEL,13691723.4402,3006789.5571
2.10.I.YEL,13691695.9619,3006789.5571
2.10.J.YEL,13691668.4836,3006789.5571
2.10.K.YEL,13691641.0050,3006789.5571
2.10.L.YEL,13691616.8929,3006789.5571
2.11.A.YEL,13691907.6469,3006809.5571
2.11.B.YEL,13691886.9008,3006809.5571
2.11.C.YEL,13691859.4226,3006809.5571
2.11.D.YEL,13691831.9443,3006809.5571
2.11.E.YEL,13691804.4656,3006809.5571
2.11.F.YEL,13691776.9874,3006809.5571
2.11.G.DBL,13691750.2138,3006809.5571
2.11.H.YEL,13691723.4402,3006809.5571
2.11.I.YEL,13691695.9619,3006809.5571
2.11.J.YEL,13691668.4836,3006809.5571
2.11.K.YEL,13691641.0050,3006809.5571
2.11.L.YEL,13691616.8929,3006809.5571
2.12.A.YEL,13691907.6469,3006829.5571
2.12.B.YEL,13691886.9008,3006829.5571
2.12.C.YEL,13691859.4226,3006829.5571
2.12.D.YEL,13691831.9443,3006829.5571
2.12.E.YEL,13691804.4656,3006829.5571
2.12.F.YEL,13691776.9874,3006829.5571
2.12.G.DBL,13691750.2138,3006829.5571
